ticker,Return,Volatility,Sharpe,Min_Corr,Corr_value,D,W,M,3M,6M,A,YTD
BBBY,0.47976186183380526,1.2419248821723037,0.3863050565462811,COUP,-0.7058880379936212,-3.60%,16.95%,98.93%,78.43%,226.52%,nan%,49.44%
BBIO,0.6882160910257368,0.8178229431972671,0.8415221127633884,AVIR,-0.26311964611677774,2.43%,-18.31%,-20.18%,47.89%,101.71%,nan%,-3.98%
BCPC,0.10766046654322985,0.4120740402478629,0.2612648602626654,YALA,-0.17160374762806246,1.40%,-9.17%,-7.11%,7.64%,7.30%,nan%,0.30%
BEAM,1.8237748301864891,0.9742759141941449,1.8719284790027804,TR,-0.34648355611390264,4.84%,-3.10%,18.12%,182.21%,398.60%,nan%,42.28%
BEAT,0.389962500903608,0.5679719228433713,0.686587637908903,AGI,-0.5481538297463495,-0.01%,-0.71%,-0.86%,67.83%,67.90%,nan%,-0.25%
BECN,0.2502749756067292,0.804662142280835,0.3110311302794965,PUBM,-1.0,1.76%,-6.64%,-1.05%,29.54%,27.63%,nan%,5.15%
BGNE,0.7595786494665054,0.5356015951819532,1.4181784675388494,PLTR,-1.0,1.94%,-14.55%,23.84%,7.92%,53.11%,nan%,43.93%
BHF,0.024351201017579358,0.8705408505758216,0.027972496639844285,RLAY,-1.0000000000000002,5.68%,-12.82%,-2.33%,6.83%,24.77%,nan%,10.59%
BIDU,0.6437978450505198,0.485171199399957,1.3269498392459131,QS,-0.19521797312606368,2.85%,-7.01%,8.68%,76.64%,96.83%,nan%,24.92%
BIGC,0.2578775248154986,1.177632740475143,0.2189795816235985,NWG,-1.0,5.53%,12.20%,24.61%,8.91%,nan%,nan%,28.29%
BIIB,-0.08498201881903641,0.6477735331624945,-0.13119094014870564,SEER,-1.0,1.57%,4.89%,15.42%,12.12%,2.88%,nan%,8.26%
BILI,1.6857955013678227,0.6677246121744895,2.524686780494608,NNOX,-1.0,5.46%,-14.85%,32.86%,154.96%,161.34%,nan%,62.13%
BKNG,0.013624911795396913,0.5134655938976985,0.026535199159053106,FUBO,-1.0,2.74%,-5.90%,-12.70%,19.84%,16.98%,nan%,-5.87%
BL,0.9474757087834295,0.5352569602954451,1.7701324393062585,LSXMB,-1.0,4.11%,-4.00%,-2.82%,32.70%,45.79%,nan%,11.34%
BLDP,1.4661064215685613,0.9138008928026912,1.6044046718666585,AIRC,-1.0000000000000002,2.91%,-7.82%,46.03%,131.35%,140.30%,nan%,65.30%
BLDR,0.4801582197099571,0.795274086970452,0.6037644474738143,ADCT,-1.0,2.92%,-10.80%,-6.27%,26.24%,61.46%,nan%,4.36%
BLI,0.32289989734454133,0.7200419689079607,0.4484459396641309,PEAK,-0.5387030567627494,0.82%,-11.14%,-19.47%,-0.79%,20.06%,nan%,-12.41%
BLKB,-0.09834139210081573,0.5649784907287837,-0.17406218770198145,ARCT,-0.5216101063627864,1.24%,0.68%,15.51%,34.76%,6.32%,nan%,22.69%
BLNK,3.0417352774492543,1.4622327597333495,2.0801991045556525,BEKE,-0.7044723196901727,-1.73%,11.45%,15.63%,536.98%,347.33%,nan%,24.80%
BLUE,-0.550186369225563,0.6540042604663885,-0.8412580811525752,ALXO,-1.0,1.79%,-4.48%,2.96%,-13.85%,-26.61%,nan%,10.24%
BMRN,0.013213380419102123,0.6041765602412593,0.02187006462783953,CLVT,-1.0,2.40%,-5.92%,-5.60%,11.22%,-30.91%,nan%,-2.82%
BNGO,2.011799627651162,1.6934907536255932,1.1879602078394,OVV,-0.4754174439555977,-5.65%,12.76%,258.77%,2155.10%,1298.73%,nan%,258.77%
BNR,0.350968153183342,0.7340855215505203,0.47810254102551203,VTRS,-1.0,-0.88%,-17.66%,30.61%,-2.27%,20.68%,nan%,33.98%
BNTX,0.986836805245287,1.2126915337086082,0.8137574789752011,HST,-0.6633808405419334,-0.39%,7.84%,43.45%,37.00%,42.42%,nan%,44.22%
BOKF,-0.03479034079856299,0.6906730826871758,-0.05037164712313027,RMO,-1.0,4.25%,-6.65%,7.86%,26.73%,34.78%,nan%,18.14%
BPMC,0.2136223302837734,0.5881087216530982,0.3632361201570152,LMND,-0.2996720388962534,2.72%,-4.55%,-13.73%,-5.41%,32.21%,nan%,-9.05%
BPOP,0.09143016192936305,0.6146015353879163,0.14876331519682154,UTZ,-1.0,2.27%,-5.10%,0.76%,35.51%,55.76%,nan%,9.84%
BPY,0.046949094166800445,0.700170600532786,0.06705379250581947,ALXO,-0.40213881641948557,0.00%,-0.29%,17.69%,25.13%,59.70%,nan%,19.70%
BRKR,0.09566142253536492,0.47966879817588387,0.19943223928500767,BIGC,-1.0000000000000002,2.29%,-4.85%,6.95%,36.19%,29.97%,nan%,3.03%
BRKS,0.5796332592600117,0.6123051693238974,0.9466411330481469,ASO,-1.0,3.25%,-10.26%,11.66%,62.45%,39.60%,nan%,17.30%
BRP,0.4538173050877406,0.6433394095970458,0.7054088375714276,ACCD,-0.36369180126200723,-1.00%,-10.97%,-22.56%,-8.98%,33.01%,nan%,-8.68%
BSY,0.902237404633621,0.5994595604842294,1.5050846864546037,YUMC,-1.0,1.51%,-14.31%,-3.01%,12.17%,nan%,nan%,15.23%
BTRS,0.8943981791323843,0.6786418601287562,1.3179236821063374,CNC,-0.4175969884644562,-0.48%,-2.53%,58.82%,58.82%,59.61%,nan%,66.67%
BYND,0.7390337824330496,0.8276678684085704,0.8929110463766761,VIPS,-1.0,0.57%,26.57%,42.46%,25.03%,41.45%,nan%,35.14%
BZUN,0.2972834182628449,0.6925690034247702,0.4292473627794072,BTRS,-1.0000000000000002,9.59%,17.79%,19.33%,12.03%,-2.54%,nan%,40.17%
CACC,-0.2089274977556193,0.6591600522928451,-0.31696019355068417,BTRS,-0.7630256474139998,-0.04%,18.63%,11.45%,29.40%,-17.56%,nan%,0.25%
CAKE,0.19477908512564787,0.8898108085744848,0.21889943710359322,CLX,-0.7394503821583107,0.87%,6.16%,21.34%,51.31%,87.38%,nan%,27.85%
CAR,0.25961568160229676,1.194364939037361,0.21736713220294532,LI,-1.0,6.16%,0.71%,10.83%,22.78%,59.61%,nan%,16.27%
CARG,-0.04627377796043035,0.6696528577111346,-0.06910114311853094,BNR,-0.262143380360702,0.71%,-6.88%,-7.82%,46.76%,1.25%,nan%,8.92%
CASY,0.18071024696721122,0.4313639386481518,0.4189275708431671,XL,-1.0,2.12%,-4.86%,5.14%,11.41%,18.20%,nan%,8.81%
CATY,0.00041932269704298623,0.62927159895462,0.0006663620251407942,RLAY,-1.0,2.04%,-8.15%,5.06%,45.21%,43.04%,nan%,12.40%
CBPO,0.010047356647063735,0.18303723318687073,0.05489241982152313,FSR,-1.0000000000000002,0.20%,-0.35%,-0.22%,1.41%,10.81%,nan%,0.16%
CBRL,-0.015390088137888754,0.7423226474590913,-0.0207323435308996,LAZR,-1.0000000000000002,2.87%,-3.27%,2.57%,18.88%,23.83%,nan%,12.01%
CBSH,0.1047167510837115,0.47994081089015606,0.21818680284656602,PTVE,-1.0,2.96%,-3.66%,1.75%,13.25%,23.68%,nan%,8.16%
CCMP,0.14962121509181137,0.7179960956324692,0.20838722661856937,MP,-1.0,5.26%,-12.07%,-2.64%,3.91%,-1.69%,nan%,11.84%
CCOI,-0.04447318379524356,0.45716010078193764,-0.09728142005213393,RLAY,-1.0,1.87%,-6.75%,-4.88%,3.35%,-35.32%,nan%,1.97%
CCXI,0.5542118095975421,0.6205326205763844,0.8931227645740205,FSR,-1.0,4.96%,-11.48%,-7.93%,18.77%,8.16%,nan%,6.30%
CD,0.5373535742136349,0.8025832231819418,0.6695300358799295,ACIA,-1.0,4.55%,-8.29%,-30.72%,19.08%,nan%,nan%,-18.28%
CDK,-0.0013126096921260487,0.41723945210058977,-0.0031459385863865995,LTRPB,-1.0,1.99%,-0.20%,-3.72%,16.15%,10.47%,nan%,4.38%
CDLX,0.766389298366724,1.0406323463562397,0.7364649975087032,LBTYB,-0.5135555108403135,4.18%,0.20%,-14.36%,65.63%,84.09%,nan%,2.33%
CDNA,1.3407418150815242,0.74337438309668,1.8035889392588247,AXON,-1.0,2.54%,-10.53%,5.49%,55.82%,129.18%,nan%,22.46%
CDNS,0.6017814522463824,0.4527692957862671,1.3291127685709003,BTRS,-1.0000000000000002,1.69%,-5.12%,-4.43%,19.22%,19.35%,nan%,-0.46%
CDW,0.0668970087951753,0.491262782752684,0.13617357378536285,XL,-1.0,6.38%,-2.70%,-0.10%,7.72%,13.99%,nan%,14.55%
CELH,2.4021470532833162,0.9771840057672997,2.4582341085260744,HRMY,-0.311245283042884,0.39%,-17.44%,6.14%,165.54%,264.01%,nan%,27.13%
CENT,0.37543958192443133,0.4174940255878109,0.8992693521681682,BTRS,-1.0000000000000002,3.78%,-0.52%,9.53%,8.55%,11.70%,nan%,19.35%
CENTA,0.3379246114633961,0.414459085527636,0.8153388917344976,NCNO,-1.0000000000000002,1.54%,-1.37%,7.35%,10.20%,12.55%,nan%,14.51%
CERN,0.08148917211928369,0.3088687271467725,0.2638310873103075,PLTR,-1.0,0.44%,0.26%,2.08%,14.62%,15.98%,nan%,1.71%
CERT,-0.43383910523163416,0.7695038279327324,-0.5637907044558055,IAC,-1.0,0.73%,-7.80%,2.08%,nan%,nan%,nan%,5.96%
CG,0.1721253742994589,0.553876641030558,0.3107648193633834,WOOF,-1.0,7.09%,-3.38%,2.64%,30.69%,15.44%,nan%,16.41%
CGC,0.704547260180283,0.7884812106160017,0.8935498407499841,LUNG,-1.0,-1.78%,18.55%,62.62%,113.37%,119.20%,nan%,74.23%
CGNT,,,,,,nan%,nan%,nan%,nan%,nan%,nan%,nan%
CGNX,0.43228651975387694,0.5444036595140046,0.7940551320683334,PLTR,-0.10879081857934071,0.58%,-2.65%,2.29%,28.09%,26.34%,nan%,8.38%
CHDN,0.4499613062719777,0.7717163241544215,0.5830656838379122,RXT,-0.2917945931836045,3.67%,-12.55%,-3.77%,26.11%,35.79%,nan%,12.80%
CHKP,0.04746836003326752,0.3571226718839171,0.13291892050106843,MNSO,-1.0000000000000002,0.45%,-1.28%,-3.89%,12.49%,1.91%,nan%,-11.02%
CHNG,0.3788983297588109,0.635922953789121,0.5958242700647313,CPB,-0.29387189696955657,-0.38%,-0.79%,27.94%,68.62%,104.63%,nan%,27.61%
CHRW,0.14427869786603228,0.33282552011220745,0.43349649935915596,ROOT,-0.2534280550514309,0.44%,-12.52%,-8.85%,-2.71%,-7.73%,nan%,-5.36%
CHTR,0.20383181203004572,0.36029803083322226,0.5657311297501847,VIR,-1.0,1.73%,-6.05%,-8.16%,0.62%,4.75%,nan%,-6.64%
CHX,-0.6262161803990439,1.2227684622753128,-0.5121298101144909,GDRX,-1.0,2.80%,-11.00%,-0.07%,75.14%,60.78%,nan%,10.85%
CIGI,0.2112168755062486,0.6555504785752228,0.3221977290983123,FUBO,-1.0000000000000002,2.42%,-4.49%,-0.86%,24.73%,63.69%,nan%,9.95%
CINF,-0.1583941698250332,0.5772897843679132,-0.27437549410035433,MCFE,-1.0,1.42%,-3.70%,-3.75%,19.77%,9.57%,nan%,-0.76%
CLNE,1.4869207609445676,1.09435272154864,1.3587216732466265,STLA,-0.6468181719792012,-0.23%,-3.22%,30.15%,312.50%,329.83%,nan%,65.01%
CLOV,0.3644204495633338,0.5693685417864389,0.640043175585247,NVO,-1.0,0.00%,0.00%,32.84%,32.84%,32.84%,nan%,26.76%
CMCSA,0.14096498498383217,0.3795680481393771,0.3713826431777786,RMO,-1.0000000000000002,1.94%,1.83%,-4.97%,17.89%,16.93%,nan%,-2.02%
CME,-0.031531929908712064,0.4744796405729598,-0.06645581224651821,HIMS,-1.0,0.80%,-1.25%,-0.17%,22.85%,11.99%,nan%,5.13%
CMPR,-0.15416206218922562,0.904264151870067,-0.17048343879430602,ALVR,-1.0,5.65%,-4.98%,4.16%,24.51%,-8.61%,nan%,12.29%
CNXC,1.6461707664367606,0.8389243303696716,1.9622398669870216,MRO,-0.44679731989529214,-0.20%,-9.88%,8.33%,nan%,nan%,nan%,11.63%
COHR,0.1357012457395637,0.6467762212407376,0.20981174211884654,PRLD,-1.0,-0.08%,-2.18%,33.88%,60.49%,44.67%,nan%,28.77%
COKE,-0.03502067431538706,0.4740116217806043,-0.0738814676818121,MP,-1.0,1.47%,1.72%,0.32%,16.67%,16.48%,nan%,2.87%
COLB,0.06583741915257411,0.6482452377561123,0.10156251880919172,FNV,-1.0,3.54%,-8.29%,7.30%,36.97%,35.82%,nan%,15.77%
COLM,0.06132563047947043,0.5436558286815389,0.11280230477468783,WOOF,-0.22081298356260648,4.17%,-5.20%,0.09%,17.25%,15.32%,nan%,23.47%
COMM,0.10394675968879849,0.7027151202324811,0.14792162100398454,AI,-1.0000000000000002,-1.15%,-0.27%,9.63%,65.06%,58.30%,nan%,13.43%
CONE,0.14837601820247334,0.46567035299833065,0.31862886964376974,DISCB,-0.23631234279671265,-2.29%,2.75%,-0.27%,3.39%,-11.30%,nan%,2.08%
COOP,0.8223105762138122,0.8275191993717307,0.993705737387274,EBC,-1.0,4.24%,-8.93%,-12.25%,29.17%,66.75%,nan%,-3.87%
CORT,0.8115802173700059,0.6754438977704448,1.2015508912715473,STTK,-1.0,1.45%,0.71%,8.03%,68.41%,89.03%,nan%,12.42%
COST,0.2135618736375319,0.2819649643854886,0.7574057085530691,TEO,-1.0,0.38%,-2.72%,-6.46%,1.13%,11.31%,nan%,-5.55%
COUP,0.7223152499058291,0.6041258301079987,1.1956370906648732,QRTEB,-1.0000000000000002,4.37%,-9.37%,-8.57%,15.75%,1.12%,nan%,3.57%
CPRT,0.23226017172764593,0.4300844288736947,0.5400339006364145,VLDR,-0.35840774214483473,1.99%,-4.22%,-13.75%,-0.55%,17.69%,nan%,-6.18%
CREE,0.8693592200144385,0.7009179303405183,1.240315281408322,MSP,-1.0000000000000002,3.55%,-11.62%,-4.55%,58.93%,46.66%,nan%,11.17%
CRNC,1.560129722978022,0.8885650571482876,1.7557855898419161,GTH,-0.2997978372634761,2.18%,-10.26%,11.38%,105.04%,182.17%,nan%,25.07%
