,Exp Return,Volatility,Sharpe,Min_Corr,Corr_value,Security,GICS Sector,GICS Sub-Industry,mv_Returns,mv_Volatility,mv_w0,mv_w1,mv_w2,mv_w3,mv_w4,mv_w5,mv_w6,mv_w7,mv_w8,mv_w9,or_Returns,or_Volatility,or_w0,or_w1,or_w2,or_w3,or_w4,or_w5,or_w6,or_w7,or_w8,or_w9,Security,GICS Sector,GICS Sub-Industry,mv_Returns,mv_Volatility,mv_w0,mv_w1,mv_w2,mv_w3,mv_w4,mv_w5,mv_w6,mv_w7,mv_w8,mv_w9,or_Returns,or_Volatility,or_w0,or_w1,or_w2,or_w3,or_w4,or_w5,or_w6,or_w7,or_w8,or_w9
HAL,0.1412698481578898,0.9808746453387999,0.14402436522262674,KR,-0.035358125468983495,Halliburton Co.,Energy,Oil & Gas Equipment & Services,-0.030709425162002372,0.2604787624157498,0.000675917676455429,0.06315764375663331,0.1587756779435047,0.18815659711033028,0.024271467806189734,0.19973310948118939,0.004738593318483496,0.16533235064253016,0.12517383454307682,0.06998480772160681,0.0312614661754093,0.43041352088805895,0.26270746199743633,0.015120514046085429,0.22436921124170695,0.029061413429731314,0.0660798182372303,0.008510407233214596,0.13263970786962961,0.014616976607792004,0.02329308536061744,0.22360140397655595,Halliburton Co.,Energy,Oil & Gas Equipment & Services,-0.030709425162002372,0.2604787624157498,0.000675917676455429,0.06315764375663331,0.1587756779435047,0.18815659711033028,0.024271467806189734,0.19973310948118939,0.004738593318483496,0.16533235064253016,0.12517383454307682,0.06998480772160681,0.0312614661754093,0.43041352088805895,0.26270746199743633,0.015120514046085429,0.22436921124170695,0.029061413429731314,0.0660798182372303,0.008510407233214596,0.13263970786962961,0.014616976607792004,0.02329308536061744,0.22360140397655595
HBI,0.07270236112232165,0.647039430192699,0.11236156210861784,CPB,0.05963313921625288,Hanesbrands Inc,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0.053581616068493654,0.3414932313039766,0.018233327326400952,0.12381265228870393,0.11220767660876953,0.006770226042008319,0.16190175028838516,0.10685756159773062,0.021541497390390005,0.31599622500764735,0.08393203092647744,0.04874705252348671,0.08119145789585838,0.36781795238603143,0.07379606570079221,0.24164084578490747,0.2536469712339448,0.07517099324757855,0.01357399769818045,0.00515493799474891,0.009433768906675822,0.2694460873345253,0.01949146479400429,0.038644867304642276,Hanesbrands Inc,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0.053581616068493654,0.3414932313039766,0.018233327326400952,0.12381265228870393,0.11220767660876953,0.006770226042008319,0.16190175028838516,0.10685756159773062,0.021541497390390005,0.31599622500764735,0.08393203092647744,0.04874705252348671,0.08119145789585838,0.36781795238603143,0.07379606570079221,0.24164084578490747,0.2536469712339448,0.07517099324757855,0.01357399769818045,0.00515493799474891,0.009433768906675822,0.2694460873345253,0.01949146479400429,0.038644867304642276
HIG,0.05961621092145175,0.6564801767516496,0.09081189810854703,CLX,-0.015472702247602978,Hartford Financial Svc.Gp.,Financials,Property & Casualty Insurance,-0.007895277743651818,0.3196818072955305,0.05917466688486451,0.23173786424537346,0.028875897488440706,0.025663613789317738,0.014392635782540079,0.072757176912447,0.011567408128897625,0.09343938148585965,0.22851914994984474,0.23387220533241457,0.06837780325449438,0.4198255364438802,0.07842313687457449,0.08240192005745915,0.1322209733189358,0.230052189482576,0.26429755746190003,0.0039682920620398255,0.03029435326829918,0.05745095404037877,0.11779660825365816,0.003094015180178692,Hartford Financial Svc.Gp.,Financials,Property & Casualty Insurance,-0.007895277743651818,0.3196818072955305,0.05917466688486451,0.23173786424537346,0.028875897488440706,0.025663613789317738,0.014392635782540079,0.072757176912447,0.011567408128897625,0.09343938148585965,0.22851914994984474,0.23387220533241457,0.06837780325449438,0.4198255364438802,0.07842313687457449,0.08240192005745915,0.1322209733189358,0.230052189482576,0.26429755746190003,0.0039682920620398255,0.03029435326829918,0.05745095404037877,0.11779660825365816,0.003094015180178692
HAS,0.061043393506369004,0.5466926151741391,0.11165944410448041,CLX,0.012942830359660663,Hasbro Inc.,Consumer Discretionary,Leisure Products,-0.0015635275501885617,0.24112118168415597,0.07132722255207508,0.0009668701749508261,0.05192372450646774,0.17605588754818088,0.007677075250688444,0.16461719250172527,0.17899917141841765,0.033569737004881174,0.15803107272307537,0.15683204631953757,0.06092751957537923,0.33673929297364197,0.17984498598569834,0.03893075277836794,0.14358749545107122,0.058024902003164965,0.03973372273755924,0.028816650747524392,0.13245827305566596,0.32332301343366593,0.0014393067417217819,0.05384089706556012,Hasbro Inc.,Consumer Discretionary,Leisure Products,-0.0015635275501885617,0.24112118168415597,0.07132722255207508,0.0009668701749508261,0.05192372450646774,0.17605588754818088,0.007677075250688444,0.16461719250172527,0.17899917141841765,0.033569737004881174,0.15803107272307537,0.15683204631953757,0.06092751957537923,0.33673929297364197,0.17984498598569834,0.03893075277836794,0.14358749545107122,0.058024902003164965,0.03973372273755924,0.028816650747524392,0.13245827305566596,0.32332301343366593,0.0014393067417217819,0.05384089706556012
HCA,0.03654380555445513,0.6064712094392469,0.06025645568277532,CLX,-0.01823943346274372,HCA Healthcare,Health Care,Health Care Facilities,-0.0068482816854216165,0.2609260750317101,0.04009431594689529,0.10105560208526837,0.26446952074539376,0.1908420757006915,0.04013669648734807,0.2611450743922784,0.0059306965118502775,0.02280371918243253,0.03854792473626728,0.03497437421157441,0.03760619585414285,0.3604266229215466,0.24699541472133218,0.0883756344459909,0.01866645128816616,0.2562831011843989,0.039531190722031956,0.0034444675056404025,0.051282845861055804,0.0602189990432452,0.0014889231267260024,0.2337129721014126,HCA Healthcare,Health Care,Health Care Facilities,-0.0068482816854216165,0.2609260750317101,0.04009431594689529,0.10105560208526837,0.26446952074539376,0.1908420757006915,0.04013669648734807,0.2611450743922784,0.0059306965118502775,0.02280371918243253,0.03854792473626728,0.03497437421157441,0.03760619585414285,0.3604266229215466,0.24699541472133218,0.0883756344459909,0.01866645128816616,0.2562831011843989,0.039531190722031956,0.0034444675056404025,0.051282845861055804,0.0602189990432452,0.0014889231267260024,0.2337129721014126
PEAK,-0.026132948069514716,0.5967820330675209,-0.04378977016983685,KR,0.04661695761433864,Healthpeak Properties,Real Estate,Health Care REITs,-0.001885341793348658,0.2599562883482659,0.005785641608270243,0.11261866233831205,0.18923107092075653,0.08937705373580812,0.03458682811358901,0.0791992917430302,0.30442799392679165,0.06473512659275711,0.05582444505299746,0.06421388596768761,0.04597284244727959,0.2827538711299814,0.10134281955434857,0.27161016359065715,0.29065465658547396,0.17025401746694696,0.01302666493070313,0.018548011950104075,0.0011908808476839504,0.04261392550058999,0.014728534406213946,0.07603032516727823,Healthpeak Properties,Real Estate,Health Care REITs,-0.001885341793348658,0.2599562883482659,0.005785641608270243,0.11261866233831205,0.18923107092075653,0.08937705373580812,0.03458682811358901,0.0791992917430302,0.30442799392679165,0.06473512659275711,0.05582444505299746,0.06421388596768761,0.04597284244727959,0.2827538711299814,0.10134281955434857,0.27161016359065715,0.29065465658547396,0.17025401746694696,0.01302666493070313,0.018548011950104075,0.0011908808476839504,0.04261392550058999,0.014728534406213946,0.07603032516727823
HSIC,0.10499546184538233,0.4442040741550156,0.2363676245993675,DPZ,0.0208036141220326,Henry Schein,Health Care,Health Care Distributors,0.017910203966313265,0.22899032817328097,0.2057220646449631,0.006040044960824215,0.017417898632110688,0.03523858079588462,0.14891225314923323,0.023981931934412032,0.12900230166606905,0.045795977507916016,0.20121601658029029,0.1866729301282967,0.06441207466593196,0.3165676812640676,0.16541598440190794,0.30976393997693163,0.05526689291224535,0.03339930082061539,0.1367674615142109,0.06831998735919528,0.16252141745709944,0.01451920860329918,0.012041909789305338,0.04198389716518962,Henry Schein,Health Care,Health Care Distributors,0.017910203966313265,0.22899032817328097,0.2057220646449631,0.006040044960824215,0.017417898632110688,0.03523858079588462,0.14891225314923323,0.023981931934412032,0.12900230166606905,0.045795977507916016,0.20121601658029029,0.1866729301282967,0.06441207466593196,0.3165676812640676,0.16541598440190794,0.30976393997693163,0.05526689291224535,0.03339930082061539,0.1367674615142109,0.06831998735919528,0.16252141745709944,0.01451920860329918,0.012041909789305338,0.04198389716518962
HSY,-0.015820938968951426,0.37907115711013556,-0.041736066361690506,VNT,0.06725374153549994,The Hershey Company,Consumer Staples,Packaged Foods & Meats,0.036894915692221794,0.27871069363460393,0.04113508193132974,0.14283393574219166,0.06271986137219616,0.006016411538866376,0.028380928521381372,0.14553996323271642,0.03794400747897105,0.29942368707877076,0.2247469562753978,0.011259166828178522,0.0518407586898448,0.3078309992427778,0.04182460755411773,0.13915611797194333,0.03190521079379417,0.026753231267774014,0.18111061076967996,0.2719612208378455,0.009219000570509877,0.017018208432294797,0.25334464763515485,0.027707144166885755,The Hershey Company,Consumer Staples,Packaged Foods & Meats,0.036894915692221794,0.27871069363460393,0.04113508193132974,0.14283393574219166,0.06271986137219616,0.006016411538866376,0.028380928521381372,0.14553996323271642,0.03794400747897105,0.29942368707877076,0.2247469562753978,0.011259166828178522,0.0518407586898448,0.3078309992427778,0.04182460755411773,0.13915611797194333,0.03190521079379417,0.026753231267774014,0.18111061076967996,0.2719612208378455,0.009219000570509877,0.017018208432294797,0.25334464763515485,0.027707144166885755
HES,0.17635910962553814,0.8235741347170895,0.21413871829051578,DPZ,-0.08799653544970858,Hess Corporation,Energy,Integrated Oil & Gas,0.0022599959754727745,0.2851178619258174,0.010369392768420077,0.0622142962135243,0.08699134679423577,0.028511034079829668,0.11148726277462058,0.060400234012872644,0.00760126740331585,0.29739022370469265,0.2635981522494431,0.07143678999904526,0.059904476542018595,0.3597498885543418,0.24362053723993782,0.052647972719225375,0.010059118546491067,0.01011402248294823,0.21993936335542277,0.02149908623863432,0.09329158417130035,0.21183560892645162,0.11673037557367823,0.020262330745910283,Hess Corporation,Energy,Integrated Oil & Gas,0.0022599959754727745,0.2851178619258174,0.010369392768420077,0.0622142962135243,0.08699134679423577,0.028511034079829668,0.11148726277462058,0.060400234012872644,0.00760126740331585,0.29739022370469265,0.2635981522494431,0.07143678999904526,0.059904476542018595,0.3597498885543418,0.24362053723993782,0.052647972719225375,0.010059118546491067,0.01011402248294823,0.21993936335542277,0.02149908623863432,0.09329158417130035,0.21183560892645162,0.11673037557367823,0.020262330745910283
HPE,0.027004192786745707,0.5539362952859576,0.04874963604398838,CLX,0.019252543519438777,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",-0.007572079544216536,0.3076714049232427,0.03981839854115322,0.2744823275983132,0.013458082745961565,0.27925028376177946,0.058237212498871205,0.06450358564451136,0.071158946290109,0.058507529247936084,0.04622315284623277,0.09436048082513222,0.034141632662480624,0.3848464590626546,0.16012805626263482,0.10134047827965036,0.004696026867289823,0.02937175100062126,0.006046516193178282,0.2047065667440609,0.17041006582395077,0.04094724850612172,0.032492602062496365,0.24986068825999572,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",-0.007572079544216536,0.3076714049232427,0.03981839854115322,0.2744823275983132,0.013458082745961565,0.27925028376177946,0.058237212498871205,0.06450358564451136,0.071158946290109,0.058507529247936084,0.04622315284623277,0.09436048082513222,0.034141632662480624,0.3848464590626546,0.16012805626263482,0.10134047827965036,0.004696026867289823,0.02937175100062126,0.006046516193178282,0.2047065667440609,0.17041006582395077,0.04094724850612172,0.032492602062496365,0.24986068825999572
HLT,0.005482658625196368,0.5157332089596023,0.010630803931080244,GILD,-0.21959748345821947,Hilton Worldwide Holdings Inc,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.004036813602226821,0.2574584759674261,0.13979002802776794,0.03560753185130393,0.01605389008820742,0.10994084941778341,0.09408300341934421,0.12386677964353174,0.03149596382232457,0.22895402330320344,0.1801584164172585,0.04004951400927492,0.06116282245113619,0.31393310419355563,0.0758151569974192,0.005897859606818616,0.22072330755929456,0.027614716666266945,0.06657037862753194,0.2490844833853451,0.00013267760871838488,0.015254566569871881,0.24004994840204025,0.09885690457669323,Hilton Worldwide Holdings Inc,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.004036813602226821,0.2574584759674261,0.13979002802776794,0.03560753185130393,0.01605389008820742,0.10994084941778341,0.09408300341934421,0.12386677964353174,0.03149596382232457,0.22895402330320344,0.1801584164172585,0.04004951400927492,0.06116282245113619,0.31393310419355563,0.0758151569974192,0.005897859606818616,0.22072330755929456,0.027614716666266945,0.06657037862753194,0.2490844833853451,0.00013267760871838488,0.015254566569871881,0.24004994840204025,0.09885690457669323
HFC,0.01895550343857688,0.791956589709915,0.02393502836502702,NEM,-0.10818613581550068,HollyFrontier Corp,Energy,Oil & Gas Refining & Marketing,-0.003845748736082835,0.3013248252419948,0.0003208017490518127,0.2912567689245261,0.01820010202384341,0.08507341501609797,0.09382417898041043,0.012760231855809226,0.25891146904612344,0.10370225455838733,0.09656693093715418,0.03938384690859617,0.06905848205380255,0.4130060044983475,0.10726304168863646,0.0161316971793511,0.29359387168718776,0.004564259544469201,0.01937519899032181,0.06675524271794729,0.11670528934420696,0.06672645835002815,0.1763538253522785,0.1325311151455728,HollyFrontier Corp,Energy,Oil & Gas Refining & Marketing,-0.003845748736082835,0.3013248252419948,0.0003208017490518127,0.2912567689245261,0.01820010202384341,0.08507341501609797,0.09382417898041043,0.012760231855809226,0.25891146904612344,0.10370225455838733,0.09656693093715418,0.03938384690859617,0.06905848205380255,0.4130060044983475,0.10726304168863646,0.0161316971793511,0.29359387168718776,0.004564259544469201,0.01937519899032181,0.06675524271794729,0.11670528934420696,0.06672645835002815,0.1763538253522785,0.1325311151455728
HOLX,0.06892759188323794,0.47874489710964263,0.14397561686689284,AAL,0.12836290251940996,Hologic,Health Care,Health Care Equipment,0.02232887827657469,0.4525061347295385,0.289643053460506,0.02756331199102248,0.0464144147652053,0.00920322055162506,0.012687941831721812,0.10699370651818875,0.178707229130368,0.06836486315381587,0.2223278094551469,0.03809444914239962,0.10330101332206133,0.5272492859888601,0.18980863550123916,0.061811118791554244,0.30645964342629595,0.006664803327729772,0.012874578519371535,0.03614542825114546,0.043995757416979135,0.22155499239951426,0.04064300794043569,0.08004203442573464,Hologic,Health Care,Health Care Equipment,0.02232887827657469,0.4525061347295385,0.289643053460506,0.02756331199102248,0.0464144147652053,0.00920322055162506,0.012687941831721812,0.10699370651818875,0.178707229130368,0.06836486315381587,0.2223278094551469,0.03809444914239962,0.10330101332206133,0.5272492859888601,0.18980863550123916,0.061811118791554244,0.30645964342629595,0.006664803327729772,0.012874578519371535,0.03614542825114546,0.043995757416979135,0.22155499239951426,0.04064300794043569,0.08004203442573464
HD,0.03173704100123209,0.44514222788697955,0.07129640598665028,VNT,0.007892707867485835,Home Depot,Consumer Discretionary,Home Improvement Retail,0.041403353980950526,0.41851368043232445,0.3768172661278106,0.010355815102281512,0.015398061698195636,0.030937130361235025,0.17230437311325997,0.0049606857615954,0.0639735731728821,0.011516707291778245,0.24948258095405443,0.064253806416907,0.14680361795800087,0.5280197789036429,0.14077283682026417,0.21542937517392133,0.14910525076763398,0.0018562751497186152,0.01867150815513174,0.0034879956371965805,0.10682060642683056,0.05723657487278001,0.028310521305872673,0.27830905569065023,Home Depot,Consumer Discretionary,Home Improvement Retail,0.041403353980950526,0.41851368043232445,0.3768172661278106,0.010355815102281512,0.015398061698195636,0.030937130361235025,0.17230437311325997,0.0049606857615954,0.0639735731728821,0.011516707291778245,0.24948258095405443,0.064253806416907,0.14680361795800087,0.5280197789036429,0.14077283682026417,0.21542937517392133,0.14910525076763398,0.0018562751497186152,0.01867150815513174,0.0034879956371965805,0.10682060642683056,0.05723657487278001,0.028310521305872673,0.27830905569065023
HON,-0.02670424427492324,0.4525444321351017,-0.059009110219150826,CLX,0.05958919655124662,Honeywell Int'l Inc.,Industrials,Industrial Conglomerates,0.008954264051557512,0.27079819833993946,0.10890738643834755,0.13397538457442595,0.04875911552502038,0.11834085506929812,0.01101235919434281,0.2454511059516561,0.0621660381462604,0.0017063287297707543,0.05511484161835345,0.21456658475252455,0.08679264358346976,0.3672111026878238,0.2231901677859468,0.006199898064993332,0.04637071580400758,0.02026567397010865,0.07613971636421224,0.004306637034753935,0.385225135690344,0.021078981250368948,0.18026155201854524,0.03696152201671912,Honeywell Int'l Inc.,Industrials,Industrial Conglomerates,0.008954264051557512,0.27079819833993946,0.10890738643834755,0.13397538457442595,0.04875911552502038,0.11834085506929812,0.01101235919434281,0.2454511059516561,0.0621660381462604,0.0017063287297707543,0.05511484161835345,0.21456658475252455,0.08679264358346976,0.3672111026878238,0.2231901677859468,0.006199898064993332,0.04637071580400758,0.02026567397010865,0.07613971636421224,0.004306637034753935,0.385225135690344,0.021078981250368948,0.18026155201854524,0.03696152201671912
HRL,-0.05069506380164279,0.29806285190818255,-0.1700817913976723,SPG,-0.16727424599073495,Hormel Foods Corp.,Consumer Staples,Packaged Foods & Meats,0.009319269456021162,0.31810004781802814,0.2766982059964802,0.08189134608042384,0.01979059198400817,0.17276355655304362,0.015398684350193363,0.2508431893805,0.017113540422383052,0.08513686185396288,0.07863898746955547,0.001725035909449281,0.0530927604062055,0.4198326505898276,0.00839814571471986,0.1546749964813664,0.00440131862431792,0.004725665437536702,0.018482138800128917,0.15541298994977895,0.20682638398745898,0.2070901270458565,0.22357465219964634,0.016413581759189503,Hormel Foods Corp.,Consumer Staples,Packaged Foods & Meats,0.009319269456021162,0.31810004781802814,0.2766982059964802,0.08189134608042384,0.01979059198400817,0.17276355655304362,0.015398684350193363,0.2508431893805,0.017113540422383052,0.08513686185396288,0.07863898746955547,0.001725035909449281,0.0530927604062055,0.4198326505898276,0.00839814571471986,0.1546749964813664,0.00440131862431792,0.004725665437536702,0.018482138800128917,0.15541298994977895,0.20682638398745898,0.2070901270458565,0.22357465219964634,0.016413581759189503
HST,0.008202316105290652,0.6778481547111678,0.01210052140480588,BIIB,-0.16569292828497453,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,-0.0069442998519199176,0.28645262025859863,0.06089616985053124,0.03835303126029774,0.21718210319534761,0.08450286288029878,0.013475885027515656,0.05161735851618341,0.08278849927475013,0.01991629114572557,0.33467190169364996,0.0965958971557,0.08097929910727858,0.41968594762931655,0.026673346601405957,0.015745786200185404,0.0024936593396746496,0.0986666246230282,0.06653835257322756,0.028594428942065094,0.3601046593138708,0.3465666120976698,0.025155480209422,0.029461050099450582,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,-0.0069442998519199176,0.28645262025859863,0.06089616985053124,0.03835303126029774,0.21718210319534761,0.08450286288029878,0.013475885027515656,0.05161735851618341,0.08278849927475013,0.01991629114572557,0.33467190169364996,0.0965958971557,0.08097929910727858,0.41968594762931655,0.026673346601405957,0.015745786200185404,0.0024936593396746496,0.0986666246230282,0.06653835257322756,0.028594428942065094,0.3601046593138708,0.3465666120976698,0.025155480209422,0.029461050099450582
HWM,-0.014365863406040735,0.7717146227214667,-0.018615512759599186,KR,-0.06621505416108728,Howmet Aerospace,Industrials,Aerospace & Defense,-0.004519144241885651,0.30282088052947026,0.02536271440787907,0.2704549209252963,0.20149602163813912,0.02343575154991809,0.05411789039141541,0.02809292135496617,0.020926527705582138,0.2927763300942783,0.059338028033128605,0.02399889389939699,0.013195147762582345,0.4071092263943195,0.046011244740653975,0.008844079644024526,0.19059636531022556,0.006568758850827252,0.1233335296014499,0.2992975832849537,0.02774980202459041,0.012757441532020129,0.06548240181117718,0.21935879320007753,Howmet Aerospace,Industrials,Aerospace & Defense,-0.004519144241885651,0.30282088052947026,0.02536271440787907,0.2704549209252963,0.20149602163813912,0.02343575154991809,0.05411789039141541,0.02809292135496617,0.020926527705582138,0.2927763300942783,0.059338028033128605,0.02399889389939699,0.013195147762582345,0.4071092263943195,0.046011244740653975,0.008844079644024526,0.19059636531022556,0.006568758850827252,0.1233335296014499,0.2992975832849537,0.02774980202459041,0.012757441532020129,0.06548240181117718,0.21935879320007753
HPQ,0.045546926593528214,0.554050821678605,0.0822071275980332,CLX,0.07421844159838051,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",-0.006636258352540813,0.24668934649718097,0.02395641865414813,0.2500079210250665,0.18779956326018765,0.01622376577837615,0.269810989504131,0.07953389667966887,0.09869221014771716,0.010778109558941831,0.003183986241967694,0.06001313914979504,0.06440855046975996,0.3422387908350504,0.14034581334556867,0.006519801582377919,0.004922610327659893,0.25378577792717005,0.004465924821715191,0.31018273789696216,0.05170098101901238,0.18750784457506525,0.037692493543140915,0.002876014961327762,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",-0.006636258352540813,0.24668934649718097,0.02395641865414813,0.2500079210250665,0.18779956326018765,0.01622376577837615,0.269810989504131,0.07953389667966887,0.09869221014771716,0.010778109558941831,0.003183986241967694,0.06001313914979504,0.06440855046975996,0.3422387908350504,0.14034581334556867,0.006519801582377919,0.004922610327659893,0.25378577792717005,0.004465924821715191,0.31018273789696216,0.05170098101901238,0.18750784457506525,0.037692493543140915,0.002876014961327762
HUM,0.014015161123102304,0.508228569520711,0.027576492081740726,VNT,0.0862569238199488,Humana Inc.,Health Care,Managed Health Care,0.022624743602547147,0.41418735725570416,0.2782132812948514,0.21900505400966522,0.14274293862037454,0.0009291190113004472,0.030410118543961844,0.2590117396210369,0.016800954709690126,0.024476616403346092,0.02567935145971981,0.0027308263260534937,0.1562328309252302,0.6001960667259844,0.10323431718083016,0.049143838374353786,0.052244404116630734,0.01160078038775702,0.032145647855755896,0.045542059589698175,0.2217368476101366,0.02406064617822742,0.32316777141315467,0.13712368729345556,Humana Inc.,Health Care,Managed Health Care,0.022624743602547147,0.41418735725570416,0.2782132812948514,0.21900505400966522,0.14274293862037454,0.0009291190113004472,0.030410118543961844,0.2590117396210369,0.016800954709690126,0.024476616403346092,0.02567935145971981,0.0027308263260534937,0.1562328309252302,0.6001960667259844,0.10323431718083016,0.049143838374353786,0.052244404116630734,0.01160078038775702,0.032145647855755896,0.045542059589698175,0.2217368476101366,0.02406064617822742,0.32316777141315467,0.13712368729345556
HBAN,0.1773554830420776,0.6601677328501377,0.2686521534101371,KR,-0.08565738358106975,Huntington Bancshares,Financials,Regional Banks,-0.004602704824560247,0.2679052586125283,0.008176110362881862,0.20652284151226316,0.022006850787850966,0.19727904551639236,0.0042621141647818704,0.21217336609924425,0.1150439171652405,0.015685340994212097,0.21190886570719045,0.006941547689942358,0.10500376342984688,0.3506084788394064,0.2546758703088213,0.018207308716654994,0.019802202774710766,0.002065168965107165,0.042193281527365116,0.060476106974889005,0.1326961722546772,0.28493723162766016,0.047690293334733895,0.13725636351538054,Huntington Bancshares,Financials,Regional Banks,-0.004602704824560247,0.2679052586125283,0.008176110362881862,0.20652284151226316,0.022006850787850966,0.19727904551639236,0.0042621141647818704,0.21217336609924425,0.1150439171652405,0.015685340994212097,0.21190886570719045,0.006941547689942358,0.10500376342984688,0.3506084788394064,0.2546758703088213,0.018207308716654994,0.019802202774710766,0.002065168965107165,0.042193281527365116,0.060476106974889005,0.1326961722546772,0.28493723162766016,0.047690293334733895,0.13725636351538054
HII,0.004809991463921026,0.45620225127317454,0.010543550476783589,NEM,0.0797856557088795,Huntington Ingalls Industries,Industrials,Aerospace & Defense,-0.005144458801620211,0.38077298554536754,0.10037552731884132,0.0015805401556257192,0.06431034961499037,0.19794076443435388,0.18435858909514408,0.02238615529178147,0.15367699096090406,0.0030807269598535536,0.13723368047737952,0.13505667569112623,0.062176924269505794,0.44157897930958945,0.26231765474164787,0.07875901818323625,0.0024314207799518784,0.041013610036160913,0.0018567805401957678,0.2813944855273254,0.14506338183404904,0.03472872716909086,0.15087978330047694,0.0015551378878651207,Huntington Ingalls Industries,Industrials,Aerospace & Defense,-0.005144458801620211,0.38077298554536754,0.10037552731884132,0.0015805401556257192,0.06431034961499037,0.19794076443435388,0.18435858909514408,0.02238615529178147,0.15367699096090406,0.0030807269598535536,0.13723368047737952,0.13505667569112623,0.062176924269505794,0.44157897930958945,0.26231765474164787,0.07875901818323625,0.0024314207799518784,0.041013610036160913,0.0018567805401957678,0.2813944855273254,0.14506338183404904,0.03472872716909086,0.15087978330047694,0.0015551378878651207
IEX,0.021125214056314734,0.391331888543161,0.053982858731393114,VNT,0.2303703622891268,IDEX Corporation,Industrials,Industrial Machinery,0.0775899283475315,0.3828032050885979,0.2709461663662347,0.04496959218017446,0.2247819783789088,0.11873871251021104,0.05061232175752606,0.10953035022907837,0.006840992289169158,0.051825361725494484,0.12029353029645083,0.0014609942667522134,0.1479259960062819,0.44548947217596824,0.0744125293182178,0.0022875992315471443,0.2585064872433315,0.20832567514808337,0.03448573013590374,0.2332277434152587,0.11777930865093897,0.03610758645081571,0.006162803993541737,0.028704536412361408,IDEX Corporation,Industrials,Industrial Machinery,0.0775899283475315,0.3828032050885979,0.2709461663662347,0.04496959218017446,0.2247819783789088,0.11873871251021104,0.05061232175752606,0.10953035022907837,0.006840992289169158,0.051825361725494484,0.12029353029645083,0.0014609942667522134,0.1479259960062819,0.44548947217596824,0.0744125293182178,0.0022875992315471443,0.2585064872433315,0.20832567514808337,0.03448573013590374,0.2332277434152587,0.11777930865093897,0.03610758645081571,0.006162803993541737,0.028704536412361408
IDXX,-0.004581208248726765,0.4165972419709312,-0.010996732064410611,VNT,0.007470507167773101,IDEXX Laboratories,Health Care,Health Care Equipment,-0.0011362203392030487,0.32306800818182607,0.24519463845917935,0.036757974716209695,0.20467327640831576,0.09207183848607126,0.17276824172528177,0.07516491047451819,0.000614003406205813,0.0033360759938634564,0.035501825902562116,0.1339172144277927,0.05734276929261619,0.38643280276208486,0.044759413548927506,0.10208277434098234,0.03165407779256887,0.007539430591019485,0.3072251351262029,0.09170553792733097,0.22661505992147613,0.013459576194358593,0.15185393587803295,0.023105058679100114,IDEXX Laboratories,Health Care,Health Care Equipment,-0.0011362203392030487,0.32306800818182607,0.24519463845917935,0.036757974716209695,0.20467327640831576,0.09207183848607126,0.17276824172528177,0.07516491047451819,0.000614003406205813,0.0033360759938634564,0.035501825902562116,0.1339172144277927,0.05734276929261619,0.38643280276208486,0.044759413548927506,0.10208277434098234,0.03165407779256887,0.007539430591019485,0.3072251351262029,0.09170553792733097,0.22661505992147613,0.013459576194358593,0.15185393587803295,0.023105058679100114
INFO,-0.048758819921322916,0.4451713114599331,-0.1095282168148236,VNT,-0.05180009362058079,IHS Markit Ltd.,Industrials,Research & Consulting Services,0.00808129797808458,0.32820836641529977,0.07732913456865864,0.002725676853080259,0.20276919356495396,0.025557754878718513,0.1678645541298178,0.05608733124149798,0.16888038234275074,0.006223925010811178,0.051441581291739216,0.24112046611797172,0.05348353265891276,0.3945939539937093,0.07693216404236508,0.05056747600721066,0.06356105699443881,0.02038847434128356,0.22477209153461017,0.0011500042846766807,0.03144250421576352,0.23647656003529147,0.28156040517594333,0.013149263368416679,IHS Markit Ltd.,Industrials,Research & Consulting Services,0.00808129797808458,0.32820836641529977,0.07732913456865864,0.002725676853080259,0.20276919356495396,0.025557754878718513,0.1678645541298178,0.05608733124149798,0.16888038234275074,0.006223925010811178,0.051441581291739216,0.24112046611797172,0.05348353265891276,0.3945939539937093,0.07693216404236508,0.05056747600721066,0.06356105699443881,0.02038847434128356,0.22477209153461017,0.0011500042846766807,0.03144250421576352,0.23647656003529147,0.28156040517594333,0.013149263368416679
