,Exp Return,Volatility,Sharpe,Min_Corr,Corr_value,Security,GICS Sector,GICS Sub-Industry,mv_Returns,mv_Volatility,mv_w0,mv_w1,mv_w2,mv_w3,mv_w4,mv_w5,mv_w6,mv_w7,mv_w8,mv_w9,or_Returns,or_Volatility,or_w0,or_w1,or_w2,or_w3,or_w4,or_w5,or_w6,or_w7,or_w8,or_w9,Security,GICS Sector,GICS Sub-Industry,mv_Returns,mv_Volatility,mv_w0,mv_w1,mv_w2,mv_w3,mv_w4,mv_w5,mv_w6,mv_w7,mv_w8,mv_w9,or_Returns,or_Volatility,or_w0,or_w1,or_w2,or_w3,or_w4,or_w5,or_w6,or_w7,or_w8,or_w9
CAH,0.03435399748711432,0.45706541182535954,0.07516210283757079,VNT,0.04435726691054938,Cardinal Health Inc.,Health Care,Health Care Distributors,-0.02182675938767451,0.2665709234988883,0.12027497796694649,0.23272479256214296,0.29507077772589657,0.06568217981790048,0.015371971234282036,0.0939895873016363,0.1292534804852488,0.007563655448179952,0.03284639147626543,0.007222185981500864,0.03968660151784208,0.34717176206635647,0.22782820869117396,0.05699995076680178,0.036558396589823114,0.011686144102292302,0.26990813488992244,0.03494192791648955,0.003954878726910762,0.21194436307270803,0.00012261714967045357,0.1460553780942077,Cardinal Health Inc.,Health Care,Health Care Distributors,-0.02182675938767451,0.2665709234988883,0.12027497796694649,0.23272479256214296,0.29507077772589657,0.06568217981790048,0.015371971234282036,0.0939895873016363,0.1292534804852488,0.007563655448179952,0.03284639147626543,0.007222185981500864,0.03968660151784208,0.34717176206635647,0.22782820869117396,0.05699995076680178,0.036558396589823114,0.011686144102292302,0.26990813488992244,0.03494192791648955,0.003954878726910762,0.21194436307270803,0.00012261714967045357,0.1460553780942077
KMX,0.11676899096127524,0.5859487048941382,0.1992819337016396,KR,-0.03488924791064413,Carmax Inc,Consumer Discretionary,Specialty Stores,0.026595878797632602,0.3088204717223198,0.005033352823120163,0.06288774572270465,0.18060121397008685,0.09893202251916368,0.031231360473222537,0.15583167873740925,0.29956330202890397,0.004045810124667414,0.1203025345919467,0.041570979008774836,0.12206559560773125,0.392858359167556,0.27818451721111637,0.021093362624497337,0.05344114608832649,0.25258635580272687,0.012883207068014352,0.012646530826981724,0.0003404098748302482,0.004953278341510029,0.04866924059080184,0.3152019515711948,Carmax Inc,Consumer Discretionary,Specialty Stores,0.026595878797632602,0.3088204717223198,0.005033352823120163,0.06288774572270465,0.18060121397008685,0.09893202251916368,0.031231360473222537,0.15583167873740925,0.29956330202890397,0.004045810124667414,0.1203025345919467,0.041570979008774836,0.12206559560773125,0.392858359167556,0.27818451721111637,0.021093362624497337,0.05344114608832649,0.25258635580272687,0.012883207068014352,0.012646530826981724,0.0003404098748302482,0.004953278341510029,0.04866924059080184,0.3152019515711948
CCL,-0.07202213651579359,1.2363752891572335,-0.05825264961813251,DPZ,-0.20173583049450822,Carnival Corp.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.0030766072844549703,0.30217385138586045,0.005680248140355865,0.206976654336697,0.1340643092545835,0.052903651371989324,0.30846992072345264,0.07941896977834219,0.11959275749387717,0.07167879283385212,0.004177941001523281,0.017036755065326956,0.04249109251633026,0.40058130937772585,0.059842794112055855,0.10277418748717905,0.05639276595776545,0.009232690576018162,0.007530727896905414,0.3423991688116175,0.017069841997739477,0.34322390073784576,0.007730490273492539,0.05380343214938068,Carnival Corp.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.0030766072844549703,0.30217385138586045,0.005680248140355865,0.206976654336697,0.1340643092545835,0.052903651371989324,0.30846992072345264,0.07941896977834219,0.11959275749387717,0.07167879283385212,0.004177941001523281,0.017036755065326956,0.04249109251633026,0.40058130937772585,0.059842794112055855,0.10277418748717905,0.05639276595776545,0.009232690576018162,0.007530727896905414,0.3423991688116175,0.017069841997739477,0.34322390073784576,0.007730490273492539,0.05380343214938068
CARR,0.09703074573081549,0.6141558099046497,0.1579904385271222,AMD,-0.1580347027635018,Carrier Global,Industrials,Building Products,0.029279681878410655,0.2884909607868418,0.17106167697709573,0.22995184274021466,0.03261669798235706,0.26349045090121515,0.07721678471065586,0.01918586259371891,0.006239725714053255,0.011392260492585132,0.0536170631666352,0.1352276347214691,0.07945191407075582,0.36419399544128306,0.24779117382645566,0.17764041141888895,0.0002482317408712604,0.05564093782827848,0.09855055665085492,0.23209564868264518,0.007100582566283432,0.10084065616764573,0.02652964585070968,0.053562155267366705,Carrier Global,Industrials,Building Products,0.029279681878410655,0.2884909607868418,0.17106167697709573,0.22995184274021466,0.03261669798235706,0.26349045090121515,0.07721678471065586,0.01918586259371891,0.006239725714053255,0.011392260492585132,0.0536170631666352,0.1352276347214691,0.07945191407075582,0.36419399544128306,0.24779117382645566,0.17764041141888895,0.0002482317408712604,0.05564093782827848,0.09855055665085492,0.23209564868264518,0.007100582566283432,0.10084065616764573,0.02652964585070968,0.053562155267366705
CTLT,0.1026232375948295,0.529611171953932,0.19377090784587175,VNT,0.04782367236859777,Catalent,Health Care,Pharmaceuticals,0.010299669325675567,0.36320307827771814,0.011486745628836103,0.2932807663437613,0.026052270893749615,0.03709955858348099,0.023285525207451654,0.21541854475477312,0.14648872318754855,0.014531033258333752,0.1634770198278068,0.06887981231425795,0.1046513388258287,0.43815203931561575,0.11172846725502521,0.07349053573397199,0.07883972802894491,0.10389563092385368,0.16523004300767485,0.05191880872146646,0.3224916288227346,0.08495309270053046,0.005970317278094902,0.0014817475277031772,Catalent,Health Care,Pharmaceuticals,0.010299669325675567,0.36320307827771814,0.011486745628836103,0.2932807663437613,0.026052270893749615,0.03709955858348099,0.023285525207451654,0.21541854475477312,0.14648872318754855,0.014531033258333752,0.1634770198278068,0.06887981231425795,0.1046513388258287,0.43815203931561575,0.11172846725502521,0.07349053573397199,0.07883972802894491,0.10389563092385368,0.16523004300767485,0.05191880872146646,0.3224916288227346,0.08495309270053046,0.005970317278094902,0.0014817475277031772
CAT,0.07620038892223024,0.4550910412441367,0.16743987909300995,CLX,0.11656028204099193,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,0.05809224933765096,0.31584126645104726,0.07346425580310055,0.20894227967868131,0.2138398810983957,0.03085366304727218,0.040275851503089155,0.13801441934479056,0.0018208652181097777,0.1858039505180344,0.010607230221154467,0.09637760356737188,0.06841684347044891,0.35730701605568743,0.16681032710406068,0.07241886308245951,0.2516943649000301,0.12894413786761938,0.014231900056669257,0.12911673864325854,0.033434723575873807,0.16178754774264198,0.001839491551109167,0.039721905476277505,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,0.05809224933765096,0.31584126645104726,0.07346425580310055,0.20894227967868131,0.2138398810983957,0.03085366304727218,0.040275851503089155,0.13801441934479056,0.0018208652181097777,0.1858039505180344,0.010607230221154467,0.09637760356737188,0.06841684347044891,0.35730701605568743,0.16681032710406068,0.07241886308245951,0.2516943649000301,0.12894413786761938,0.014231900056669257,0.12911673864325854,0.033434723575873807,0.16178754774264198,0.001839491551109167,0.039721905476277505
CBOE,0.04574736234092591,0.4401918654266938,0.10392596032319078,KR,0.1146135689057103,Cboe Global Markets,Financials,Financial Exchanges & Data,-0.008814560884917135,0.2983086601451943,0.18295536152680963,0.12976212246488703,0.05883907116489213,0.162196106957538,0.04621261419247205,0.03463983583826954,0.05591234956978882,0.25319604605154256,0.06793846113980874,0.008348031093991556,0.04418567076042108,0.3747219535073131,0.37118682370962397,0.04289970843644304,0.11560207511039307,0.0034415689130212266,0.04057267766784835,0.18084123207003316,0.04783406740350581,0.006547599737493489,0.0100281101285089,0.18104613682312906,Cboe Global Markets,Financials,Financial Exchanges & Data,-0.008814560884917135,0.2983086601451943,0.18295536152680963,0.12976212246488703,0.05883907116489213,0.162196106957538,0.04621261419247205,0.03463983583826954,0.05591234956978882,0.25319604605154256,0.06793846113980874,0.008348031093991556,0.04418567076042108,0.3747219535073131,0.37118682370962397,0.04289970843644304,0.11560207511039307,0.0034415689130212266,0.04057267766784835,0.18084123207003316,0.04783406740350581,0.006547599737493489,0.0100281101285089,0.18104613682312906
CBRE,-0.014508925856202448,0.6272967778489741,-0.023129284843378502,CLX,0.010475452088912898,CBRE Group,Real Estate,Real Estate Services,0.015554444831519076,0.26994809808252496,0.010275007458036264,0.11508526850613471,0.20526020104276402,0.06142583922210425,0.2182422229093588,0.008119667525976981,0.07437519334599656,0.015130400963973199,0.10049360611207246,0.19159259291358277,0.08020853719063073,0.33577177805392777,0.13959485271912447,0.037006038999084404,0.014907206627879737,0.04521331379133484,0.00526216026173742,0.23048543149955988,0.18363658540784028,0.04784734331775121,0.011952098379750567,0.2840949689959373,CBRE Group,Real Estate,Real Estate Services,0.015554444831519076,0.26994809808252496,0.010275007458036264,0.11508526850613471,0.20526020104276402,0.06142583922210425,0.2182422229093588,0.008119667525976981,0.07437519334599656,0.015130400963973199,0.10049360611207246,0.19159259291358277,0.08020853719063073,0.33577177805392777,0.13959485271912447,0.037006038999084404,0.014907206627879737,0.04521331379133484,0.00526216026173742,0.23048543149955988,0.18363658540784028,0.04784734331775121,0.011952098379750567,0.2840949689959373
CDW,0.02397756903476478,0.5036275968965352,0.04760972032215841,CLX,0.09879519267218309,CDW,Information Technology,Technology Distributors,-0.015946619835355242,0.24226980455232996,0.051136384139342204,0.05583124107777241,0.020880029738624906,0.1574979354554058,0.15656033455525753,0.026439873186616624,0.07941942066108781,0.21721342852588343,0.02456281352385818,0.21045853913615106,0.04308106086925021,0.3254892074428658,0.06718232712621507,0.05700839996511531,0.341005412301411,0.05907023789702634,0.017093770158912322,0.017245128749295985,0.20941384757432185,0.12567413217038526,0.016009495656735245,0.0902972484005817,CDW,Information Technology,Technology Distributors,-0.015946619835355242,0.24226980455232996,0.051136384139342204,0.05583124107777241,0.020880029738624906,0.1574979354554058,0.15656033455525753,0.026439873186616624,0.07941942066108781,0.21721342852588343,0.02456281352385818,0.21045853913615106,0.04308106086925021,0.3254892074428658,0.06718232712621507,0.05700839996511531,0.341005412301411,0.05907023789702634,0.017093770158912322,0.017245128749295985,0.20941384757432185,0.12567413217038526,0.016009495656735245,0.0902972484005817
CE,0.0527936007500458,0.5480193206181128,0.09633529104503054,CLX,0.028191003161160057,Celanese,Materials,Specialty Chemicals,-0.009742432293557946,0.25523485380591526,0.01229252892813947,0.005493178802518886,0.3136004731144634,0.024990388492550617,0.022346045500534754,0.09556126207023427,0.06290441332160787,0.22758729437500078,0.1644355627803869,0.07078885261456298,0.01798721491466455,0.3298796231413581,0.22329488314446522,0.002632404675882276,0.20655411280027763,0.06733323196642126,0.16825206474565887,0.06209407702447031,0.003965240759126958,0.032705729167832216,0.17444084239191987,0.05872741332394537,Celanese,Materials,Specialty Chemicals,-0.009742432293557946,0.25523485380591526,0.01229252892813947,0.005493178802518886,0.3136004731144634,0.024990388492550617,0.022346045500534754,0.09556126207023427,0.06290441332160787,0.22758729437500078,0.1644355627803869,0.07078885261456298,0.01798721491466455,0.3298796231413581,0.22329488314446522,0.002632404675882276,0.20655411280027763,0.06733323196642126,0.16825206474565887,0.06209407702447031,0.003965240759126958,0.032705729167832216,0.17444084239191987,0.05872741332394537
CNC,0.10794608510251047,0.5450476669428097,0.19804888938977322,VNT,0.1406231589242435,Centene Corporation,Health Care,Managed Health Care,-0.015495780945040397,0.3931592324662472,0.058218851578701124,0.0033691357891517362,0.25314589948580246,0.2633000424517797,0.018709379054230008,0.030483742151582473,0.004989068173788267,0.15002501686982636,0.06929525225364784,0.1484636121914901,0.0808907162713622,0.49027247126627205,0.1940629297620682,0.03935875377406427,0.1400817863289595,0.11340075141169463,0.2490237137807839,0.00987254005574654,0.1444381413696621,0.051881595642001656,0.04105986869932663,0.016819919175692567,Centene Corporation,Health Care,Managed Health Care,-0.015495780945040397,0.3931592324662472,0.058218851578701124,0.0033691357891517362,0.25314589948580246,0.2633000424517797,0.018709379054230008,0.030483742151582473,0.004989068173788267,0.15002501686982636,0.06929525225364784,0.1484636121914901,0.0808907162713622,0.49027247126627205,0.1940629297620682,0.03935875377406427,0.1400817863289595,0.11340075141169463,0.2490237137807839,0.00987254005574654,0.1444381413696621,0.051881595642001656,0.04105986869932663,0.016819919175692567
CNP,-0.037892778093906565,0.5977648648303309,-0.06339077507451366,KR,0.059145439046559035,CenterPoint Energy,Utilities,Multi-Utilities,0.0070106443742507345,0.21779107601894374,0.03757914300783054,0.2081692035050932,0.4653595043113028,0.03308911687582804,0.045630391715579484,0.05488761281363168,0.030777119889272026,0.06628026096991067,0.012513982496752627,0.0457136644147989,0.0506672019042454,0.27451510621447384,0.005450064215262893,0.05112834489259737,0.220723089645207,0.002073136321123202,0.00679599413437085,0.1259174475799164,0.25185598509727675,0.2242816425035704,0.054675461054640086,0.05709883455603526,CenterPoint Energy,Utilities,Multi-Utilities,0.0070106443742507345,0.21779107601894374,0.03757914300783054,0.2081692035050932,0.4653595043113028,0.03308911687582804,0.045630391715579484,0.05488761281363168,0.030777119889272026,0.06628026096991067,0.012513982496752627,0.0457136644147989,0.0506672019042454,0.27451510621447384,0.005450064215262893,0.05112834489259737,0.220723089645207,0.002073136321123202,0.00679599413437085,0.1259174475799164,0.25185598509727675,0.2242816425035704,0.054675461054640086,0.05709883455603526
CERN,0.027650332264589572,0.3179520691309492,0.08696383810354047,VNT,0.13757386707979394,Cerner,Health Care,Health Care Technology,0.021512939497898134,0.2458321386599236,0.25663453492178,0.08976998802092107,0.05619355738594293,0.18797450091843468,0.2157630138822374,0.014446890458558796,0.0054733765132537054,0.12598470971096437,0.001939759630994811,0.045819668556912226,0.06596364526617145,0.3497097950431134,0.025975382276707003,0.2962462716640536,0.03836350004709125,0.014232354613346248,0.018893665681069555,0.04527447868687045,0.15933357750810326,0.33805598806263243,0.005775147663268718,0.057849633796857494,Cerner,Health Care,Health Care Technology,0.021512939497898134,0.2458321386599236,0.25663453492178,0.08976998802092107,0.05619355738594293,0.18797450091843468,0.2157630138822374,0.014446890458558796,0.0054733765132537054,0.12598470971096437,0.001939759630994811,0.045819668556912226,0.06596364526617145,0.3497097950431134,0.025975382276707003,0.2962462716640536,0.03836350004709125,0.014232354613346248,0.018893665681069555,0.04527447868687045,0.15933357750810326,0.33805598806263243,0.005775147663268718,0.057849633796857494
CF,0.16998196813944277,0.5959999591954122,0.2852046640555395,CLX,0.038144136517129675,CF Industries Holdings Inc,Materials,Fertilizers & Agricultural Chemicals,-0.021959166616436685,0.25822543330091613,0.02068875399435248,0.01627323657501528,0.03190069194192231,0.038540843623105045,0.02995164921631222,0.18663749066457344,0.24554007888935223,0.03713523031320072,0.03710437806011498,0.3562276467220513,0.07371168117287437,0.375799035791638,0.3141350571800945,0.008075442798950833,0.03660234434673586,0.14122302080342272,0.005289075216574403,0.05946757790268761,0.004612918816188066,0.2912574301544066,0.0862850622219639,0.05305207055897573,CF Industries Holdings Inc,Materials,Fertilizers & Agricultural Chemicals,-0.021959166616436685,0.25822543330091613,0.02068875399435248,0.01627323657501528,0.03190069194192231,0.038540843623105045,0.02995164921631222,0.18663749066457344,0.24554007888935223,0.03713523031320072,0.03710437806011498,0.3562276467220513,0.07371168117287437,0.375799035791638,0.3141350571800945,0.008075442798950833,0.03660234434673586,0.14122302080342272,0.005289075216574403,0.05946757790268761,0.004612918816188066,0.2912574301544066,0.0862850622219639,0.05305207055897573
SCHW,0.12198335773617575,0.5361878504871213,0.22750115957561345,NEM,0.013119971026206935,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,0.00973148441235768,0.3127037612876395,0.00981673592743444,0.2078993271892737,0.038543761238419114,0.19725305762562884,0.06810051167844561,0.014068662016938469,0.03335461095674404,0.21076386481101966,0.06078162845817461,0.15941784009792165,0.08507818028750988,0.3759342519572447,0.21701428269521258,0.04246266921616077,0.05007248808832741,0.11923556542319098,0.18215086330564897,0.262379172291359,0.011877568788328694,0.015241554018816265,0.003277360231593554,0.09628847594136178,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,0.00973148441235768,0.3127037612876395,0.00981673592743444,0.2078993271892737,0.038543761238419114,0.19725305762562884,0.06810051167844561,0.014068662016938469,0.03335461095674404,0.21076386481101966,0.06078162845817461,0.15941784009792165,0.08507818028750988,0.3759342519572447,0.21701428269521258,0.04246266921616077,0.05007248808832741,0.11923556542319098,0.18215086330564897,0.262379172291359,0.011877568788328694,0.015241554018816265,0.003277360231593554,0.09628847594136178
CHTR,-0.06581509913196393,0.35548458273538647,-0.1851419226834796,VNT,-0.036090383558084124,Charter Communications,Communication Services,Cable & Satellite,0.014951700283584519,0.4085922298431458,0.30263378737446167,0.16643789950696963,0.009344681846651187,0.0027175859718827676,0.03464907392725883,0.2536094926534348,0.012651644620757388,0.04985849968369691,0.16341475746783274,0.004682576947054136,0.14444919456017669,0.5584646840946896,0.059696718681566834,0.015429705619714533,0.2164321745109147,0.009650505490453131,0.21828790054204908,0.04841409502397617,0.22931803824768282,0.0032050202514302935,0.1960681948059125,0.0034976468262999214,Charter Communications,Communication Services,Cable & Satellite,0.014951700283584519,0.4085922298431458,0.30263378737446167,0.16643789950696963,0.009344681846651187,0.0027175859718827676,0.03464907392725883,0.2536094926534348,0.012651644620757388,0.04985849968369691,0.16341475746783274,0.004682576947054136,0.14444919456017669,0.5584646840946896,0.059696718681566834,0.015429705619714533,0.2164321745109147,0.009650505490453131,0.21828790054204908,0.04841409502397617,0.22931803824768282,0.0032050202514302935,0.1960681948059125,0.0034976468262999214
CVX,0.10420371071358558,0.6195014570672016,0.1682057556521322,CLX,0.025848051120753078,Chevron Corp.,Energy,Integrated Oil & Gas,0.02335338307614477,0.3027966282388365,0.04371254423282222,0.19186086320107656,0.2095302097334981,0.00012376722244079058,0.03252747624865435,0.12640150607439646,0.18355872399534442,0.009167956949335974,0.12018454981224472,0.08293240253018629,0.10498689053548804,0.4535002725481754,0.1679135494815998,0.026345576658871783,0.24778221391802405,0.0017330311627565863,0.16936266364901195,0.02251664463159337,0.0028077805703668407,0.2936945248164563,0.06247869871944895,0.005365316391870258,Chevron Corp.,Energy,Integrated Oil & Gas,0.02335338307614477,0.3027966282388365,0.04371254423282222,0.19186086320107656,0.2095302097334981,0.00012376722244079058,0.03252747624865435,0.12640150607439646,0.18355872399534442,0.009167956949335974,0.12018454981224472,0.08293240253018629,0.10498689053548804,0.4535002725481754,0.1679135494815998,0.026345576658871783,0.24778221391802405,0.0017330311627565863,0.16936266364901195,0.02251664463159337,0.0028077805703668407,0.2936945248164563,0.06247869871944895,0.005365316391870258
CMG,0.005978206904128314,0.49732153760834796,0.012020808374553623,K,-0.015780840767380375,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,0.0180557748479589,0.3430983610666946,0.09639170509527732,0.09416634991049384,0.2567839195794055,0.02925155967915229,0.016855240613908973,0.03758641415289326,0.23923297646190958,0.1585127130784873,0.020709392004076586,0.05050972942439526,0.0532748409450189,0.46146078039046734,0.01602653183336421,0.04472108909055685,0.03788659994488468,0.05127274859677324,0.21724992216467434,0.1401106743943131,0.18015845707876293,0.050532756974568036,0.24720875093034078,0.014832468991761735,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,0.0180557748479589,0.3430983610666946,0.09639170509527732,0.09416634991049384,0.2567839195794055,0.02925155967915229,0.016855240613908973,0.03758641415289326,0.23923297646190958,0.1585127130784873,0.020709392004076586,0.05050972942439526,0.0532748409450189,0.46146078039046734,0.01602653183336421,0.04472108909055685,0.03788659994488468,0.05127274859677324,0.21724992216467434,0.1401106743943131,0.18015845707876293,0.050532756974568036,0.24720875093034078,0.014832468991761735
CB,0.02079000121043273,0.4906316984921557,0.04237394622957718,CLX,0.09286580318682139,Chubb Limited,Financials,Property & Casualty Insurance,-0.018567272669924275,0.2690850122605512,0.08960357623758984,0.14007260812625744,0.1414226575211134,0.04340735490224402,0.016911956229416665,0.043475986682333,0.03284651310379092,0.02409980488867331,0.2468908711064078,0.22126867120217358,0.04624573799993888,0.3434807877157614,0.048463238128122366,0.031438184252286325,0.17706334925243303,0.1370208435171148,0.016049505667484087,0.3249902072549837,0.007554357014620646,0.17057167165428308,0.035923827668727905,0.05092481558994394,Chubb Limited,Financials,Property & Casualty Insurance,-0.018567272669924275,0.2690850122605512,0.08960357623758984,0.14007260812625744,0.1414226575211134,0.04340735490224402,0.016911956229416665,0.043475986682333,0.03284651310379092,0.02409980488867331,0.2468908711064078,0.22126867120217358,0.04624573799993888,0.3434807877157614,0.048463238128122366,0.031438184252286325,0.17706334925243303,0.1370208435171148,0.016049505667484087,0.3249902072549837,0.007554357014620646,0.17057167165428308,0.035923827668727905,0.05092481558994394
CHD,-0.03152584998475083,0.32598353187774465,-0.09670994667477295,AAL,-0.07565435190394587,Church & Dwight,Consumer Staples,Household Products,0.00778461646424427,0.3442753415862247,0.254655133656593,0.07547809546301326,0.19171903449424474,0.03986034281185807,0.09714928565168839,0.059930034955534534,0.16664395681331493,0.005640512287511153,0.04005536655420096,0.06886823731204109,0.08918373086269378,0.4153377499572257,0.08713758666294641,0.19319787002907485,0.03194927373548939,0.04041962407394946,0.3529682996671119,0.13957089586416943,0.05801102051517796,0.03934942820191654,0.05701207074635877,0.0003839305038051755,Church & Dwight,Consumer Staples,Household Products,0.00778461646424427,0.3442753415862247,0.254655133656593,0.07547809546301326,0.19171903449424474,0.03986034281185807,0.09714928565168839,0.059930034955534534,0.16664395681331493,0.005640512287511153,0.04005536655420096,0.06886823731204109,0.08918373086269378,0.4153377499572257,0.08713758666294641,0.19319787002907485,0.03194927373548939,0.04041962407394946,0.3529682996671119,0.13957089586416943,0.05801102051517796,0.03934942820191654,0.05701207074635877,0.0003839305038051755
CI,0.07507928443034673,0.5367830734002459,0.13986894921026088,VNT,0.11789025341598705,CIGNA Corp.,Health Care,Managed Health Care,0.01708191418160715,0.2572274732684117,0.001780840289985481,0.18227838863555287,0.1092514168329241,0.16641184312280038,0.13067474753807568,0.08273966047896539,0.13609611466104818,0.0024179418187101846,0.18814806269952727,0.00020098392241049394,0.0601317530455737,0.2751020858443373,0.06512242671077163,0.22987082885151736,0.005972830837867081,0.2707304227091985,0.021147891492558045,0.05127657551194047,0.2325792526702574,0.012871375215550282,0.06986527864023705,0.04056311736010225,CIGNA Corp.,Health Care,Managed Health Care,0.01708191418160715,0.2572274732684117,0.001780840289985481,0.18227838863555287,0.1092514168329241,0.16641184312280038,0.13067474753807568,0.08273966047896539,0.13609611466104818,0.0024179418187101846,0.18814806269952727,0.00020098392241049394,0.0601317530455737,0.2751020858443373,0.06512242671077163,0.22987082885151736,0.005972830837867081,0.2707304227091985,0.021147891492558045,0.05127657551194047,0.2325792526702574,0.012871375215550282,0.06986527864023705,0.04056311736010225
CINF,0.05081829772731039,0.595724736268552,0.08530499848910346,VNT,-0.04083616257351935,Cincinnati Financial,Financials,Property & Casualty Insurance,0.033001549492232364,0.2840556326821647,0.03225469747504025,0.06487246998052745,0.2034252155480017,0.08024422571824308,0.14663791835861406,0.05887292264580349,0.1029005067989907,0.016509491505253413,0.2745082074445285,0.019774344524997396,0.0613586636889919,0.30602340208766016,0.0959079988748645,0.007040846763563544,0.22884409869457079,0.2164511777157935,0.19008144463207177,0.1569454458806756,0.02124989833780082,0.030016324722936784,0.04157377941120463,0.011888984966518244,Cincinnati Financial,Financials,Property & Casualty Insurance,0.033001549492232364,0.2840556326821647,0.03225469747504025,0.06487246998052745,0.2034252155480017,0.08024422571824308,0.14663791835861406,0.05887292264580349,0.1029005067989907,0.016509491505253413,0.2745082074445285,0.019774344524997396,0.0613586636889919,0.30602340208766016,0.0959079988748645,0.007040846763563544,0.22884409869457079,0.2164511777157935,0.19008144463207177,0.1569454458806756,0.02124989833780082,0.030016324722936784,0.04157377941120463,0.011888984966518244
CTAS,-0.04993491292699115,0.5267054825350804,-0.09480613850201437,KR,-0.01977857460762993,Cintas Corporation,Industrials,Diversified Support Services,0.034409265909284094,0.3682729113370504,0.19645875531905682,0.01910765710205506,0.009089041477149114,0.026600155136341008,0.19403241060684281,0.2016312981056516,0.21384624735160684,0.024763005396671894,0.0445942470119308,0.06987718249269402,0.10348452730143323,0.5082579134960464,0.026978229269675975,0.03416306828054018,0.23825190496148577,0.08011475915115399,0.23303617875289456,0.1835388843507507,0.09463694146287109,0.04841660453638183,0.03827716406004565,0.02258626517420015,Cintas Corporation,Industrials,Diversified Support Services,0.034409265909284094,0.3682729113370504,0.19645875531905682,0.01910765710205506,0.009089041477149114,0.026600155136341008,0.19403241060684281,0.2016312981056516,0.21384624735160684,0.024763005396671894,0.0445942470119308,0.06987718249269402,0.10348452730143323,0.5082579134960464,0.026978229269675975,0.03416306828054018,0.23825190496148577,0.08011475915115399,0.23303617875289456,0.1835388843507507,0.09463694146287109,0.04841660453638183,0.03827716406004565,0.02258626517420015
CSCO,0.02185179621627409,0.41927500214284896,0.05211805164770849,VNT,0.1389821362395051,Cisco Systems,Information Technology,Communications Equipment,0.05237682972641595,0.29941246423474943,0.2074196691265167,0.03301387723795579,0.38758874379219976,0.02001446573732181,0.05467436177897409,0.17453497704301857,0.00033157177025595343,0.06074473728274279,0.036538930011739655,0.025138666219274828,0.11425832515402234,0.37146360994399014,0.03259698704168686,0.11709999624113135,0.13285980914140497,0.18972906823167066,0.10033607328270361,0.25908322595422684,0.10037320064346147,0.002875435686828895,0.008760845187068454,0.05628535858981701,Cisco Systems,Information Technology,Communications Equipment,0.05237682972641595,0.29941246423474943,0.2074196691265167,0.03301387723795579,0.38758874379219976,0.02001446573732181,0.05467436177897409,0.17453497704301857,0.00033157177025595343,0.06074473728274279,0.036538930011739655,0.025138666219274828,0.11425832515402234,0.37146360994399014,0.03259698704168686,0.11709999624113135,0.13285980914140497,0.18972906823167066,0.10033607328270361,0.25908322595422684,0.10037320064346147,0.002875435686828895,0.008760845187068454,0.05628535858981701
C,0.08433345403515591,0.6809813986873817,0.12384105380515817,CLX,-0.003721361134589309,Citigroup Inc.,Financials,Diversified Banks,-0.003720241868894007,0.3200314183957597,0.06666238831983555,0.015182615776982945,0.04746645315936987,0.09081254079955466,0.1973170366144177,0.20024227699274863,0.192759361383093,0.052444916876503135,0.012103870618624111,0.12500853945887044,0.034470259822277895,0.40089323509185515,0.2953100212493769,0.054052459686673715,0.0008518107585231337,0.11391950188410802,0.02646787667985674,0.237438971540995,0.023455924860801104,0.0588907500435636,0.17972567945132348,0.009887003844778355,Citigroup Inc.,Financials,Diversified Banks,-0.003720241868894007,0.3200314183957597,0.06666238831983555,0.015182615776982945,0.04746645315936987,0.09081254079955466,0.1973170366144177,0.20024227699274863,0.192759361383093,0.052444916876503135,0.012103870618624111,0.12500853945887044,0.034470259822277895,0.40089323509185515,0.2953100212493769,0.054052459686673715,0.0008518107585231337,0.11391950188410802,0.02646787667985674,0.237438971540995,0.023455924860801104,0.0588907500435636,0.17972567945132348,0.009887003844778355
