,Exp Return,Volatility,Sharpe,Min_Corr,Corr_value,Security,GICS Sector,GICS Sub-Industry,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,mv_Returns,mv_Volatility,mv_w0,mv_w1,mv_w2,mv_w3,mv_w4,mv_w5,mv_w6,mv_w7,mv_w8,mv_w9,or_Returns,or_Volatility,or_w0,or_w1,or_w2,or_w3,or_w4,or_w5,or_w6,or_w7,or_w8,or_w9
KR,0.18541903878199248,0.31102820774372086,0.5961486262839959,FTI,-0.20483264056932582,Kroger Co.,Consumer Staples,Food Retail,KR,APTV,MMM,PPG,GPC,WMB,XYL,GPS,EXR,AMP,0.08248914336376631,0.2945535645806325,0.28849181564949966,0.002714784703859627,0.05549672003310936,0.18447987626516502,0.04297978389700551,0.03856412278451209,0.17223611159694308,0.036000102441339964,0.16147230880215763,0.017564373826407968,0.11799978883587785,0.33758111603647123,0.23974075734864628,0.13369252939947104,0.055700489761961784,0.029908006729941566,0.006697854383704972,0.012000825310069454,0.2482029324168918,0.008998143659776593,0.16966380894456456,0.09539465204497195
LB,0.8666080843163945,0.9132067964128164,0.9489724427375408,REGN,-0.04271298975964443,L Brands Inc.,Consumer Discretionary,Apparel Retail,LB,WDC,REG,FLIR,CNC,LHX,AAL,OKE,CPB,VTRS,-0.0379097709762374,0.32229359547165065,0.011978695999148616,0.07038258922342623,0.07389091430693426,0.09649612761529075,0.05410672321923148,0.012737228451290664,0.005711746706281298,0.04243643427145004,0.322274051492672,0.3099854887142746,0.19499148448677198,0.5309895961557085,0.3556037120807639,0.05170745605882009,0.16018869580237213,0.14958064390790973,0.09808731838997009,0.03503379158723158,0.06525876050549727,0.011368672738997283,0.027358781702273873,0.04581216722616399
LHX,-0.03820645332301181,0.4020338614543686,-0.09503292380596727,NEM,0.1419143573572065,L3Harris Technologies,Industrials,Aerospace & Defense,LHX,NKE,ZBRA,LEN,GLW,GWW,BLK,LB,ABBV,ACN,0.12292688878500276,0.33518846808260894,0.2643361636012224,0.2622927014141808,0.024495447070887705,0.03808787149602377,0.013933906869359018,0.08625243371138154,0.0031656169305531107,0.007389392015687902,0.20340702831652197,0.0966394385741817,0.29963832109553606,0.43136850746693073,0.030440379882308004,0.07074250460517849,0.2792636499791359,0.00040590089817479783,0.12051539961262484,0.020580882031317298,0.014703737842372189,0.22369504086894407,0.19614864779360225,0.043503856486342085
LH,0.2689917137741165,0.5046973498470285,0.5329762754958921,VNT,0.16045961007247284,Laboratory Corp. of America Holding,Health Care,Health Care Services,LH,VNO,BXP,NI,T,COG,XOM,PRGO,ATO,EVRG,-0.037944014600940365,0.3482437065428867,0.07981656284507949,0.013033083115870892,0.0010331797221953976,0.028170203086308594,0.20681009220157856,0.20455834878614607,0.045512372218797725,0.11232266613592123,0.25314194479548563,0.05560154709261648,0.016599339906640875,0.3844466625841215,0.27452755897011216,0.030938351549535826,0.11133449303945649,0.00420454370392602,0.07723073507471293,0.29457785948135695,0.011354254053577977,0.053045008456565915,0.021409307974743146,0.12137788769601254
LRCX,0.6204880005826912,0.6174941715035581,1.0048483519639437,VNT,-0.0364099744027713,Lam Research,Information Technology,Semiconductor Equipment,LRCX,MRO,NCLH,COP,EOG,OKE,UAL,LHX,CME,REG,0.023388960633453613,0.46983582490981246,0.1802945149839124,0.010366262651918758,0.021969812704434627,0.14266804793375265,0.03918376818744864,0.06026438569615647,0.010202627452264093,0.23313159008791856,0.2521869582143395,0.0497320320878544,0.06142764683438576,0.5381463553903599,0.3096963746743868,0.1560308751222665,0.04260506418473675,0.1380081493560589,0.0007588789835248949,0.023942195140166364,0.017708784256151945,0.05369043864541988,0.2186732650524014,0.03888597458488645
LW,-0.05055036395462827,0.5688297530670579,-0.08886729936693206,KR,-0.07999112124503911,Lamb Weston Holdings Inc,Consumer Staples,Packaged Foods & Meats,LW,POOL,CHRW,KMB,FAST,SNPS,AMGN,FTNT,ABC,ABT,0.15086420158437452,0.27267009874042714,0.01126951370494274,0.09852286392977042,0.27692173553851435,0.216816413879395,0.019785276648711266,0.13470668350022458,0.1282885754278517,0.033728796538340614,0.013526494441939627,0.06643364639030978,0.2603767374005659,0.3160709764189024,0.005133550885636502,0.3427048390882104,0.18532623906027035,0.1292319968158181,0.001201030813652057,0.23800427412974787,0.03510561120483566,0.01813976763442494,0.02900076744522421,0.016151922922179835
LVS,-0.20543593608957295,0.5695371817494495,-0.3607068031248366,NEM,-0.11134647220066876,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,LVS,ILMN,AMGN,IDXX,COST,HUM,NDAQ,CRM,HD,UPS,0.15906700456035194,0.2879851733444205,0.011230552377183994,0.1094896832279534,0.1535359371080451,0.08911995803056677,0.2781786227918905,0.009626049537416905,0.018606789958339434,0.06604132489049755,0.020649946544737178,0.24352113553336927,0.2397959560105335,0.30936115842048006,0.03268366967166024,0.010525933891891368,0.08192078121758602,0.30093432498054945,0.10969841859360124,0.017541119652903385,0.03477981853761133,0.0625841896887983,0.017207928611211707,0.332123815154187
LEG,-0.09682359888615186,0.6442936279681502,-0.15027868456730759,KR,0.0406279598067227,Leggett & Platt,Consumer Discretionary,Home Furnishings,LEG,CCI,FE,SJM,HRL,AKAM,BAX,PRGO,INTC,AMT,0.0032937559760583216,0.2683828197713908,0.03714985788229402,0.013101961014738718,0.0601052709916552,0.21077569808960833,0.2626242479080613,0.06019245089360632,0.24639213695899861,0.08458795466628581,0.007823187991708737,0.017247233603042884,0.052406204020199076,0.29055801695612266,0.039590097367790476,0.10732834360787873,0.00885894601729729,0.3164636115496574,0.05125566668633463,0.2336440878911567,0.02182554595879999,0.00488449049543242,0.1966210782099286,0.0195281322157238
LDOS,0.15399398917992646,0.4245421117344215,0.36272959719072495,KR,0.1353625132655029,Leidos Holdings,Information Technology,IT Consulting & Other Services,LDOS,AMD,NOW,CMG,FB,ETSY,HBI,AMT,TTWO,CDNS,0.26442103749161966,0.3292353723148003,0.1055049523745054,0.01859263183795717,0.05581387228162806,0.08984719856204032,0.13192543278993396,0.037704075583269575,0.0884552106884158,0.11767336928251185,0.34425596139592357,0.01022729520381439,0.7381335367941892,0.42013273815192964,0.07616737444610981,0.01601588915527274,0.010768598368885343,0.018060790073742977,0.004680122171982201,0.3809343688543465,0.22266046663291153,0.0043180170644926946,0.17452630291947585,0.09186807031278027
LEN,0.2578435010193824,0.6589428372957253,0.39129873856366915,KR,-0.005016740913658793,Lennar Corp.,Consumer Discretionary,Homebuilding,LEN,FRT,COG,CCL,LHX,AVB,MRO,CVX,AAL,WDC,-0.0011619645811379031,0.41480111307141926,0.15696808424330982,0.01240485337123431,0.2793113444663524,0.009681318518570398,0.11063734889995154,0.2376105419215122,0.033929832629992766,0.10399679839952909,0.0227645220054621,0.03269535554408548,0.013415437532972911,0.4673155281824615,0.3080215201687242,0.07156477995974832,0.05663773065547851,0.0038605772128917464,0.21195939586617318,0.04499613066001692,0.05605267487889129,0.09468666055279214,0.010909851195400787,0.14131067884988302
LLY,0.429526935029155,0.4198553260731711,1.0230355752455034,CARR,0.05139305208693034,Lilly (Eli) & Co.,Health Care,Pharmaceuticals,LLY,PRGO,WM,WRK,PSA,INTC,BKR,MET,CB,ADP,0.03999255547281309,0.32500881456862823,0.15977201884139489,0.17155660323401867,0.16242785572657292,0.05960522435460157,0.23827915878299216,0.046033932999836435,0.010321553511117416,0.004764178137632574,0.0866110604485254,0.06062841396330785,0.07973868185697999,0.3517844951238038,0.2991015391894625,0.023067046678909766,0.035356866142202736,0.1046821191548862,0.2063563904327336,0.11580968516428211,0.060442919100840466,0.045237676745472286,0.05040782468582303,0.059537932705387264
LNC,-0.08107256951372448,0.9206849840986583,-0.08805679566186662,CLX,0.02042064829282502,Lincoln National,Financials,Multi-line Insurance,LNC,WMT,BIO,ODFL,CAG,EA,ADBE,PGR,MSFT,ABMD,0.16588116871286063,0.2560554332306472,0.0020989573045742823,0.2178130327608821,0.10205042817735548,0.1603383359160376,0.22338952454137276,0.14809483946230878,0.01620995112409358,0.08531646704628572,0.024625707632505593,0.020062756034584184,0.28799821810558457,0.29453047148150285,0.011614074796015535,0.054043196439624935,0.28970453679977287,0.12033245903898288,0.037115501065187434,0.14551915647600683,0.006619284330062594,0.01398335218872592,0.06287736659578642,0.2581910722698344
LIN,0.2076792160004292,0.3764658459758307,0.5516548664915604,KR,0.16015508181649746,Linde plc,Materials,Industrial Gases,LIN,FANG,UAL,OMC,RTX,SPG,COP,NCLH,PBCT,EIX,-0.039074351965447715,0.45046862922885506,0.2741246995573236,0.014594559329708885,0.02773880035442124,0.13534066643272277,0.13022559871710715,0.05268219531499489,0.10337073068888383,0.004274807119382763,0.14724335593781332,0.11040458654764142,-0.03556851948523686,0.4516062364767944,0.3029485328876504,0.09159021982777985,0.008428482244464573,0.09932561510155653,0.1598118333515354,0.03238443365501627,0.016968272361253936,0.024936139048096186,0.09057619437724604,0.1730302771454009
LYV,0.09716653521322142,0.7064729335237235,0.13753751998477454,GIS,-0.1579855519032473,Live Nation Entertainment,Communication Services,Movies & Entertainment,LYV,BAX,NFLX,MKTX,SJM,LLY,KMB,EBAY,AMZN,INTC,0.13992425621174356,0.2518830163914101,0.04853766228443116,0.039545698856707966,0.11024827008048002,0.08052940625008387,0.2274455872285872,0.07531103844214393,0.19457292337193824,0.16038505051952381,0.053984360840179164,0.009440002125924668,0.23093646778026064,0.27722799570632806,0.03408228726391609,0.07085003318225967,0.16692167580581072,0.04363708343337318,0.11133379171711794,0.04894299707896024,0.0013925721276011691,0.21823003720745435,0.27631635080014655,0.028293171383360093
LKQ,0.042938948337304945,0.6351930475084625,0.06759983993170655,CLX,-0.04088583406491375,LKQ Corporation,Consumer Discretionary,Distributors,LKQ,DPZ,PRGO,GIS,NEM,DXCM,CPB,NLOK,HRL,AKAM,0.09885599606194789,0.22299549383520992,0.0625304301562612,0.21997748440099038,0.002307791751847733,0.20278218017711008,0.03731180384449849,0.01162688081729207,0.08938799160250094,0.17411110783422426,0.15862119822010506,0.041343131195169726,0.20436499545832904,0.27513295190328707,0.0016845433052726352,0.16923234245877525,0.010834649666426123,0.06156808592034807,0.20574807394962674,0.22744584319654962,0.0006433146360417923,0.23594820479320594,0.018512239022990977,0.06838270305076292
LMT,-0.07444802848256746,0.39911260867663506,-0.18653389260093753,VNT,0.08221393044061959,Lockheed Martin Corp.,Industrials,Aerospace & Defense,LMT,AMAT,CTVA,PKI,ADBE,EA,A,INCY,MSFT,FAST,0.1410379499502523,0.2860806712608962,0.07928671790960505,0.004580331263149359,0.07316942401302544,0.16125929315659263,0.002983425252225104,0.24533193456125824,0.12415800916701657,0.24320285140150052,0.03797827153882676,0.028049741736800183,0.23853256397505063,0.34611589039518903,0.00781833659596428,0.12803157244960622,0.16853975958322,0.25038906192923105,0.09381588349912418,0.034387430290046615,0.2443725935613168,0.009326662460846942,0.041001935145060966,0.022316764485583118
L,-0.05805163792679489,0.5690395291285969,-0.10201688099892237,CLX,0.16606775530908527,Loews Corp.,Financials,Multi-line Insurance,L,TSLA,LOW,COST,MCO,UPS,KHC,CHTR,IDXX,NDAQ,0.25520706814279404,0.29251914093523185,0.04229164503009312,0.01489067187045459,0.010125237677203174,0.24353793775797863,0.03730172986835305,0.08570959338346452,0.1347598736045837,0.17287080183542003,0.24196575391215253,0.016546755060296642,1.238847611574466,0.4009741188740132,0.01979360935236049,0.2977080313272619,0.03658862884996946,0.29264733846092217,0.12337643140128528,0.04556364012691614,0.04908343535516054,0.0678388461796087,0.0544666419531387,0.012933396993376724
LOW,0.3524600959649331,0.5051389323340493,0.6977488239450342,VNT,0.04085724861557611,Lowe's Cos.,Consumer Discretionary,Home Improvement Retail,LOW,ETR,KIM,PNW,DISCK,FOX,HIG,L,AEP,WYNN,-0.05287190609105548,0.3757048545087331,0.0051909329692233115,0.21432484629996204,0.014866726201169328,0.016781527906599744,0.1578126249953077,0.19007641183983617,0.043052144797892676,0.008135861861021823,0.3154274402883751,0.03433148284061212,0.044260280389455356,0.4599121803455724,0.2876467413164285,0.0005955846294798007,0.1064461760942808,0.01191746638437887,0.2827689429031059,0.0010510967713163026,0.01154299060556791,0.1427062939917863,0.046954676884054955,0.10837003041960067
LUMN,0.20583930279559684,0.4534351215798361,0.45395535766709416,NFLX,-0.02556899943871561,Lumen Technologies,Communication Services,Alternative Carriers,LUMN,CTXS,DLR,REGN,BAX,VRTX,HRL,AEP,SBAC,NI,0.08907683453592243,0.2571787092405588,0.2595940998945359,0.12412972703721409,0.034182789331602084,0.1458354155070416,0.08906903560538347,0.0050598297454559045,0.28953307492738745,0.006689748380813224,0.03319758752729242,0.012708692043273977,0.10930707553218105,0.2737015262900093,0.24674893542359272,0.2358091598801171,0.05957919197062826,0.23438362401096594,0.05536584706997218,0.048232648649287994,0.003959833577422209,0.04035867294166154,0.027371223938054485,0.048190862538297526
LYB,0.07374177187526217,0.6908337440291097,0.10674315276665887,CLX,0.03926736282313052,LyondellBasell,Materials,Specialty Chemicals,LYB,PRGO,INTC,CCI,DPZ,AKAM,NEM,SJM,HRL,EQIX,0.09383748676850791,0.2410180899679831,0.030674130030736713,0.01412032897074109,0.01293222544046922,0.10927859310651077,0.2578219508124593,0.12278471707450568,0.10312312451859396,0.12448024552186752,0.21694937042785717,0.007835314096258608,0.13384223378971413,0.2673043523697557,0.017369770702823664,0.0020021554126412695,0.07464248387338303,0.03199105130150943,0.22868140753631014,0.19454608670665438,0.2726845822436554,0.10250099860504434,0.0016322306553399194,0.07394923296263832
MTB,-0.11308847905458502,0.6170040276061679,-0.18328645194317778,BIIB,-0.062282420093784686,M&T Bank Corp.,Financials,Regional Banks,MTB,DGX,PKI,ROP,HOLX,ORCL,MTD,DHI,IPGP,TGT,0.18700588613453362,0.2983436712450244,0.054627506476288105,0.19660495217890092,0.23789217309617325,0.04936593815018779,0.03206722803729479,0.07812918613483999,0.05292149161168316,0.01797364630809881,0.042754232818233116,0.2376636451883001,0.23721380214459709,0.3141669345878343,0.0016111627499159817,0.049214573006248305,0.19968794596440761,0.05531638204401762,0.013171265317211306,0.01300351806337357,0.13875723941408985,0.101854209227489,0.18258336128419947,0.24480034292904718
MRO,-0.3857322329235863,0.9915644062148291,-0.3890137952773739,CTXS,-0.1302790815336101,Marathon Oil Corp.,Energy,Oil & Gas Exploration & Production,MRO,ALGN,LRCX,TXN,KHC,ALB,WHR,ROP,LEN,DGX,0.17640979988323008,0.3634579303612043,0.034492303827109404,0.0024993937792472877,0.00416818679227209,0.23163824101358163,0.20012325140098225,0.1383293954454405,0.0647373954475969,0.0920708912490191,0.02744665260965227,0.2044942884350985,0.3587196382695108,0.4387266676588011,0.00038903123972342137,0.23833564957269693,0.12242069913956796,0.01491288594693894,0.09504187361951673,0.24869074530612414,0.028995040011620777,0.21830522878900094,0.01682202831454602,0.01608681806026407
MPC,-0.21074824800449177,0.8163439447390579,-0.2581610966341606,CLX,-0.03966041059321377,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,MPC,ENPH,IDXX,CMG,SPGI,AAPL,CRM,UPS,ABC,AWK,0.2677666211367711,0.3176691447004972,0.01654538126059558,0.011358940332463244,0.18334103148082764,0.1495737024219415,0.06309913814965343,0.005186694942875052,0.051321777081093096,0.2107508164374007,0.15111201160412469,0.15771050628902503,1.0927456053964146,0.45281982355309686,0.00021504598854688094,0.3184140435732029,0.16166681881710313,0.060819906107802996,0.012151665286564117,0.012324042862442323,0.010471557241093868,0.08083685433388624,0.05721289332004178,0.2858871724693157
MKTX,0.31092884863307824,0.451175141958369,0.689153323659326,ZION,-0.08731294656489366,MarketAxess,Financials,Financial Exchanges & Data,MKTX,CFG,CBRE,IRM,HLT,BKR,CB,IVZ,MHK,VFC,0.07514841124342056,0.3834053302061892,0.3229384328067221,0.024845557335004115,0.03676828576087346,0.3160697793473938,0.040929191281911435,0.04862243488510962,0.016996199649711483,0.02828370449424926,0.08952447511695617,0.07502193932206858,0.08831591508504069,0.4479192342101441,0.32844881950889626,0.03333204427836284,0.11025099259239138,0.002085844675278983,0.012396299988440312,0.07157348913388789,0.02423749179850382,0.13930934241456489,0.20342499464452476,0.074940680965149
MAR,-0.12599373659657012,0.6371778050533381,-0.1977371710020929,ATVI,-0.23525052850105876,Marriott Int'l.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",MAR,PYPL,WMT,ETSY,TMUS,ABC,FTNT,MSCI,ADBE,PGR,0.26793015380617047,0.288733570358073,0.056224633076020436,0.017767381803706628,0.27736138912574215,0.07564100915264195,0.01203410196711225,0.19524537942583584,0.01402327530245384,0.021383457413491604,0.08892186506537036,0.2413975076676249,0.700850789942125,0.38253836911318106,0.036292130533043344,0.007308858474998174,0.25135578506172884,0.3732971507914352,0.11510050612060842,0.06395687514125932,0.02891329859930446,0.0017075513705817622,0.11998739349953264,0.0020804504075080514
MMC,0.02650972507583885,0.35068238495812054,0.07559468685318972,KR,0.06071360974604282,Marsh & McLennan,Financials,Insurance Brokers,MMC,HII,ED,EQR,BAX,COG,WBA,NI,REGN,INTC,0.016991370369751582,0.28604376624268935,0.25597397106772096,0.07755144249463329,0.15252251250469318,0.023529773785791176,0.09063337008188295,0.035429260337403914,0.043280684823192334,0.033811496625316816,0.25965969803524297,0.027607790244122347,0.04269582254621816,0.3100448524853543,0.037619325184893804,0.0047886699275934315,0.07808355741743934,0.009831534422029836,0.16924008930212453,0.19827804410938996,0.005896311402408445,0.13387365729433542,0.2891544492002968,0.07323436173948826
MLM,0.09506374543050204,0.5403192489412394,0.17593995701019413,KR,0.018354021863993743,Martin Marietta Materials,Materials,Construction Materials,MLM,CCI,LLY,IFF,AKAM,EQIX,FE,KMB,SJM,INTC,0.06241572228102624,0.27053455217254474,0.0905024727611886,0.09204741481614606,0.0777098428599185,0.07833036677336505,0.16220193197564842,0.04268193059722807,0.015363951616806872,0.1580130674575611,0.24899714070327822,0.03415188043885925,0.10492924979570586,0.2866164839799151,0.056497633652106485,0.20230464724617495,0.21961797534980068,0.01828920088638969,0.12565043939607334,0.06121469544404319,0.0018485054319888614,0.016684092723088226,0.28423342543707597,0.013659384433258637
MAS,0.1739113453407162,0.4059126008818154,0.42844529823145805,KR,0.16115273290876292,Masco Corp.,Industrials,Building Products,MAS,CVX,GE,FLIR,VTRS,SLB,UAL,COP,HST,FANG,-0.006855151699128962,0.4006114138407301,0.21474935836912445,0.03320871648594054,0.23426239478454025,0.17574422293640293,0.2227824921299324,0.014761733381113785,0.020627244875157564,0.008584473452341876,0.07168790929697767,0.0035914542884685876,-0.0005248153650057215,0.42542846045426624,0.4361142400560375,0.08296464561873956,0.04861858622103765,0.13904112530261464,0.028988982600598043,0.02452661794312457,0.04813622924960668,0.09333992097567534,0.04613616603445997,0.05213348599810611
MA,0.08616532410843213,0.47049070296829937,0.1831392704782899,KR,0.03490159663543333,Mastercard Inc.,Information Technology,Data Processing & Outsourced Services,MA,HFC,WFC,CBOE,ATO,PRGO,VRTX,COG,T,NI,-0.05440330627810391,0.3137999957742262,0.05456701553720748,0.006857204820220636,0.012071024018443118,0.2169092282775833,0.044153494266563176,0.15727963704636055,0.23230879672147114,0.007200124426530384,0.25604168827543133,0.012611786610188906,-0.0035506007782456755,0.3510990087549735,0.28906110930407564,0.004318451939475292,0.01275583006185291,0.02629899928147403,0.0221311672630905,0.16442397618732443,0.06833353012714231,0.2201716520065433,0.06535345621163874,0.1271518276173829
MKC,0.1194307537860442,0.3694197286389356,0.3232928415222072,VNT,0.08343981114093646,McCormick & Co.,Consumer Staples,Packaged Foods & Meats,MKC,ALK,AIG,AFL,NLSN,USB,LW,UA,FLS,ALLE,-0.010569436284597104,0.3876879537587372,0.37568783174630327,0.04365343938634516,0.019565125178980014,0.01776871381208344,0.02636400809044202,0.2771355432747967,0.07952440326272622,0.011267810424229618,0.0021581423391151813,0.1468749824849782,-0.003179679052941687,0.42077455311842155,0.23937568053724625,0.043631413069335434,0.04568190884811447,0.0994593972243515,0.24809860736059644,0.03543169589632391,0.15615607528465456,0.09309320273013193,0.012687621578604657,0.0263843974706409
MXIM,0.4483125911442442,0.42122814129247843,1.0642987663850307,VNT,0.029475687665095143,Maxim Integrated Products Inc,Information Technology,Semiconductors,MXIM,XRX,UAL,BSX,NCLH,MRO,COP,COG,OKE,JKHY,-0.026377490245141418,0.3907157916158956,0.0022171042000216556,0.025010399934519804,0.022252961351375427,0.1749573701804218,0.0023403253307145554,0.02985041841921743,0.1903135730545464,0.2682518448107302,0.007917626666557294,0.27688837605189537,0.04270005904906296,0.40639625330488616,0.2921150254613238,0.04947052218855547,0.037813741237941775,0.04570895874039424,0.00789508509009107,0.013178663802143147,0.12358165657308541,0.10496526095446801,0.08651638461977643,0.2387547013322207
MCD,0.07984418794848137,0.3851322291974722,0.20731629787218397,KR,0.10709912915465979,McDonald's Corp.,Consumer Discretionary,Restaurants,MCD,XOM,REGN,CBOE,INCY,CPB,ATO,PSX,WFC,EQR,0.017624282021255364,0.26965510034041534,0.13037375801018677,0.011929764120125865,0.21346664620738537,0.07591724611460508,0.17343739829994695,0.2167804857293427,0.09148212482744712,0.03542610160509071,0.0037548729433388634,0.04743160214253047,0.043537943612596566,0.2755850460954887,0.28765693742365894,0.05573631662957223,0.2765384422896286,0.01776342318163658,0.0803829807882359,0.2029067435630396,0.016048577620708625,0.052166151293360705,0.003627221090251669,0.007173206119907158
MCK,0.2570829240010557,0.4360719660984721,0.5895424241580396,VNT,0.03175523488652346,McKesson Corp.,Health Care,Health Care Distributors,MCK,IFF,OXY,FTI,EVRG,BXP,KMI,BSX,CCL,BDX,-0.004572344419987129,0.3525540592687779,0.2207253598005132,0.2519737292554186,0.027164357812463166,0.017682375832069767,0.16286279181311722,0.020686795251311636,0.01448465996741742,0.028229060485206788,0.02515090608849508,0.23103996369398733,-0.0014504344874763497,0.3764578775412006,0.2778740481711573,0.18952677850970842,0.02234965644254135,0.026106313742024947,0.26388298365028295,0.10774755332357333,0.005816037973784573,0.0011076857192377615,0.002521769250315327,0.103067173217374
MDT,0.05177007669158695,0.3967425306863383,0.1304878420824411,KR,0.014944523343245366,Medtronic plc,Health Care,Health Care Equipment,MDT,HRL,CCI,FE,PRGO,AKAM,INTC,EQIX,BAX,LLY,0.030698470627357793,0.2746364422424187,0.10332023045511052,0.26152944590107635,0.022063539065395047,0.0035048526269022087,0.19071072514863566,0.14918136567238294,0.01855032156221681,0.04927607712286805,0.1261094511288185,0.07575399131659391,0.11790143006727014,0.32285267544890345,0.005254792097029371,0.040599008005259354,0.2254328042592459,0.014516193280211254,0.028766909097972863,0.1286337709762971,0.04714829894035747,0.10435311614379938,0.04592248170892016,0.3593726254909071
MRK,-0.03294071123351562,0.3088346620165665,-0.1066613152112719,VNT,0.06381881569533446,Merck & Co.,Health Care,Pharmaceuticals,MRK,SJM,EQIX,BIIB,INCY,MSCI,AMT,AMZN,AKAM,LLY,0.11585237839419338,0.26352375073648704,0.26141125983782026,0.2399815539054862,0.0748387438624567,0.02851885997544938,0.0054806748680434475,0.011967602759670988,0.05781199508547909,0.21246016002875867,0.04015508578605832,0.06737406389077687,0.23651051569285092,0.31292371946007597,0.0675111970825013,0.031902247959861546,0.14118961659408155,0.0038824246152450513,0.016586780448558342,0.22642957488171392,0.0052261970331866385,0.3346394437916315,0.1372535132618503,0.035379004331369854
MET,0.05690607635796187,0.5841565685749937,0.0974157947017184,CLX,0.054971049937029844,MetLife Inc.,Financials,Life & Health Insurance,MET,LLY,AMZN,MKTX,NFLX,CCI,EBAY,SJM,KMB,ATVI,0.18293209966047408,0.2527940586099895,0.016676367786651596,0.08882256819887532,0.19830455773708938,0.00035485224072090947,0.021594210021831137,0.012129668528879024,0.19741688762851264,0.18605110456746726,0.19427092064960322,0.08437886264036945,0.26146022736801167,0.2927035504326254,0.04668360806699392,0.15690398555203922,0.19150931462854756,0.017651057333167196,0.1776586341786537,0.01569044833136569,0.18541208431412964,0.011482908078417262,0.010567178917057614,0.18644078059962818
MTD,0.41909282709313256,0.39368998737175886,1.064524982946508,VNT,0.04690354716367466,Mettler Toledo,Health Care,Life Sciences Tools & Services,MTD,MTB,EIX,FOX,ETR,HPE,C,CSCO,PBCT,SRE,0.01867556645697135,0.3540280067466249,0.2310965737375758,0.003036850860814178,0.0677236476980526,0.2571624656004757,0.12040320487170131,0.005341075841404672,0.031144992641044974,0.26758300366740284,0.005040340049470868,0.011467845032057009,0.05103960405384421,0.3917767787157608,0.32198017823051694,0.10480743079414641,0.040871110830964175,0.07171539370299312,0.04384316845098383,0.03200398715766222,0.04829511787295899,0.1685942838631868,0.15846014228313862,0.009429186813448934
MGM,-0.07908433953612923,0.9284106364449949,-0.08518250053548874,REGN,-0.1547069984707793,MGM Resorts International,Consumer Discretionary,Casinos & Gaming,MGM,EBAY,AMZN,BAX,ATVI,MKTX,KMB,DG,WST,CNC,0.19229673246859413,0.25613125251881436,0.019919865516721903,0.07445462403979455,0.09176617560647123,0.06520272765587028,0.13673326888977425,0.033177025178740736,0.20190538798079755,0.22938317628335564,0.12048385718074824,0.026973891667725597,0.30941215450710086,0.2828186161040311,0.014610093711394117,0.2543521327765143,0.24795652602789592,0.0018551113062569768,0.0017307894042669259,0.10387351639620215,0.08632929892107377,0.009311757804260391,0.27919628130564794,0.0007844923464875223
MCHP,0.35495878784579077,0.5938854253113607,0.5976890031603216,CARR,0.13588758507422025,Microchip Technology,Information Technology,Semiconductors,MCHP,T,REGN,IFF,HFC,CPB,JKHY,SBAC,AMT,VNO,0.010152002082007991,0.27693024922110326,0.004000866369956188,0.15097803200028959,0.1842092292513741,0.21711447102726297,0.029728413108518814,0.20159077494595942,0.10330895798856354,0.05198701938838063,0.0396417075201217,0.017440528399572913,0.08996757070897893,0.3603883908218212,0.2915404557888757,0.07426458414462492,0.2135490186900283,0.013502383576851863,0.060869187503210576,0.012807867647649913,0.05867964544455091,0.22211508835887808,0.016955135357784316,0.03571663348754544
MU,0.4153712082312182,0.5610082794707011,0.7404012087363697,VNT,0.042172123920485985,Micron Technology,Information Technology,Semiconductors,MU,ATO,ED,EQIX,DPZ,NEM,IFF,INTC,DXCM,D,0.08319991470394787,0.275121664304425,0.006898141269477159,0.025306012968711177,0.15617884749331482,0.0253849728817955,0.2560754001683569,0.25880594228025167,0.19888824732113347,0.024890605439380726,0.027606468490858536,0.0199653616867202,0.18964424637097954,0.3330491049381447,0.1569094153109471,0.018477338620399054,0.03586512913640159,0.11102434832787254,0.0689176100107949,0.20880815376610917,0.019057748569756422,0.06299177616864267,0.2819263223190009,0.036022157770075856
MSFT,0.3009099066729324,0.42423521895960303,0.709299683819004,VNT,-0.003912358757139689,Microsoft Corp.,Information Technology,Systems Software,MSFT,EXC,LMT,JPM,PEAK,CMA,GL,FISV,NTRS,HBAN,0.03373930185461495,0.3759346373639867,0.29387551016610036,0.039936052297350894,0.31318933539013577,0.004868977006684435,0.004200518244154396,0.015033883392233856,0.1094482717806712,0.14054724300159369,0.03154440967076008,0.04735579905031533,0.0687036107671682,0.38844564219891603,0.43178518936658183,0.09242949927562472,0.13150510276803803,0.01270161793477444,0.07325028480772768,0.02583741975842395,0.02909088997739292,0.05543393494666364,0.09687235346802947,0.051093707696743415
